SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 100, 'shrink': 813, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.942693532573093, 'tversky_beta': 1.406018563930177} - results: ROC_AUC: 0.0985007, PRECISION: 0.0191201, PRECISION_RECALL_MIN_DEN: 0.0757684, RECALL: 0.0742404, MAP: 0.0314900, MRR: 0.0678009, NDCG: 0.0499091, F1: 0.0304047, HIT_RATE: 0.1912010, ARHR: 0.0733995, NOVELTY: 0.0047988, AVERAGE_POPULARITY: 0.0949923, DIVERSITY_MEAN_INTER_LIST: 0.9836156, DIVERSITY_HERFINDAHL: 0.9983415, COVERAGE_ITEM: 0.3765698, COVERAGE_ITEM_CORRECT: 0.0215746, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0995344, DIVERSITY_GINI: 0.1198093, SHANNON_ENTROPY: 11.3101983, 
SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 735, 'shrink': 807, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.785996000772261, 'tversky_beta': 1.381589205855262} - results: ROC_AUC: 0.0987176, PRECISION: 0.0190921, PRECISION_RECALL_MIN_DEN: 0.0750713, RECALL: 0.0735452, MAP: 0.0319375, MRR: 0.0685114, NDCG: 0.0501839, F1: 0.0303115, HIT_RATE: 0.1909214, ARHR: 0.0741885, NOVELTY: 0.0045554, AVERAGE_POPULARITY: 0.1537772, DIVERSITY_MEAN_INTER_LIST: 0.9625787, DIVERSITY_HERFINDAHL: 0.9962382, COVERAGE_ITEM: 0.3105448, COVERAGE_ITEM_CORRECT: 0.0170241, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0990814, DIVERSITY_GINI: 0.0761890, SHANNON_ENTROPY: 10.2178922, 
SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 411, 'shrink': 771, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4397770030809067, 'tversky_beta': 0.5370819143219284} - results: ROC_AUC: 0.1002685, PRECISION: 0.0194515, PRECISION_RECALL_MIN_DEN: 0.0762880, RECALL: 0.0747108, MAP: 0.0321828, MRR: 0.0694036, NDCG: 0.0507946, F1: 0.0308619, HIT_RATE: 0.1945145, ARHR: 0.0752300, NOVELTY: 0.0045906, AVERAGE_POPULARITY: 0.1434599, DIVERSITY_MEAN_INTER_LIST: 0.9680129, DIVERSITY_HERFINDAHL: 0.9967815, COVERAGE_ITEM: 0.3187141, COVERAGE_ITEM_CORRECT: 0.0177632, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1007173, DIVERSITY_GINI: 0.0810684, SHANNON_ENTROPY: 10.3889220, 
SearchBayesianSkopt-CV: New best config found. Config 3: {'topK': 347, 'shrink': 916, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3805965048496494, 'tversky_beta': 0.10983989157729937} - results: ROC_AUC: 0.1001902, PRECISION: 0.0194805, PRECISION_RECALL_MIN_DEN: 0.0766673, RECALL: 0.0750931, MAP: 0.0322059, MRR: 0.0693325, NDCG: 0.0508914, F1: 0.0309316, HIT_RATE: 0.1948052, ARHR: 0.0751211, NOVELTY: 0.0046068, AVERAGE_POPULARITY: 0.1387487, DIVERSITY_MEAN_INTER_LIST: 0.9701689, DIVERSITY_HERFINDAHL: 0.9969971, COVERAGE_ITEM: 0.3225640, COVERAGE_ITEM_CORRECT: 0.0181174, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1011954, DIVERSITY_GINI: 0.0834152, SHANNON_ENTROPY: 10.4669664, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 79, 'shrink': 628, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5235275979783228, 'tversky_beta': 0.45578958699773187} - results: ROC_AUC: 0.0962067, PRECISION: 0.0185316, PRECISION_RECALL_MIN_DEN: 0.0729596, RECALL: 0.0713913, MAP: 0.0309103, MRR: 0.0666003, NDCG: 0.0485943, F1: 0.0294222, HIT_RATE: 0.1853162, ARHR: 0.0721009, NOVELTY: 0.0048434, AVERAGE_POPULARITY: 0.0868386, DIVERSITY_MEAN_INTER_LIST: 0.9849580, DIVERSITY_HERFINDAHL: 0.9984757, COVERAGE_ITEM: 0.3907526, COVERAGE_ITEM_CORRECT: 0.0216131, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0962879, DIVERSITY_GINI: 0.1304697, SHANNON_ENTROPY: 11.4815200, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 987, 'shrink': 525, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2414685947980933, 'tversky_beta': 0.17156625522620875} - results: ROC_AUC: 0.0969449, PRECISION: 0.0187770, PRECISION_RECALL_MIN_DEN: 0.0740838, RECALL: 0.0725497, MAP: 0.0313831, MRR: 0.0672280, NDCG: 0.0493624, F1: 0.0298291, HIT_RATE: 0.1877698, ARHR: 0.0726469, NOVELTY: 0.0045464, AVERAGE_POPULARITY: 0.1561508, DIVERSITY_MEAN_INTER_LIST: 0.9608057, DIVERSITY_HERFINDAHL: 0.9960609, COVERAGE_ITEM: 0.3077652, COVERAGE_ITEM_CORRECT: 0.0167546, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0980244, DIVERSITY_GINI: 0.0746435, SHANNON_ENTROPY: 10.1687948, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 414, 'shrink': 479, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2824924707701118, 'tversky_beta': 0.8156456038020288} - results: ROC_AUC: 0.0994545, PRECISION: 0.0192349, PRECISION_RECALL_MIN_DEN: 0.0757993, RECALL: 0.0742381, MAP: 0.0319576, MRR: 0.0687581, NDCG: 0.0504094, F1: 0.0305486, HIT_RATE: 0.1923492, ARHR: 0.0744737, NOVELTY: 0.0045918, AVERAGE_POPULARITY: 0.1431386, DIVERSITY_MEAN_INTER_LIST: 0.9681150, DIVERSITY_HERFINDAHL: 0.9967917, COVERAGE_ITEM: 0.3187526, COVERAGE_ITEM_CORRECT: 0.0176246, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0998112, DIVERSITY_GINI: 0.0811984, SHANNON_ENTROPY: 10.3962364, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 874, 'shrink': 361, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.68193009265528, 'tversky_beta': 1.521102384031175} - results: ROC_AUC: 0.0997581, PRECISION: 0.0193052, PRECISION_RECALL_MIN_DEN: 0.0759336, RECALL: 0.0743985, MAP: 0.0321967, MRR: 0.0691723, NDCG: 0.0506807, F1: 0.0306526, HIT_RATE: 0.1930519, ARHR: 0.0748652, NOVELTY: 0.0045519, AVERAGE_POPULARITY: 0.1552566, DIVERSITY_MEAN_INTER_LIST: 0.9620657, DIVERSITY_HERFINDAHL: 0.9961869, COVERAGE_ITEM: 0.3107141, COVERAGE_ITEM_CORRECT: 0.0171704, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1004908, DIVERSITY_GINI: 0.0761127, SHANNON_ENTROPY: 10.2073654, 
SearchBayesianSkopt-CV: New best config found. Config 8: {'topK': 709, 'shrink': 62, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4638535839145248, 'tversky_beta': 0.6976619675921621} - results: ROC_AUC: 0.1035033, PRECISION: 0.0199303, PRECISION_RECALL_MIN_DEN: 0.0787918, RECALL: 0.0772498, MAP: 0.0335582, MRR: 0.0717423, NDCG: 0.0527033, F1: 0.0316830, HIT_RATE: 0.1993025, ARHR: 0.0776695, NOVELTY: 0.0045809, AVERAGE_POPULARITY: 0.1499256, DIVERSITY_MEAN_INTER_LIST: 0.9652441, DIVERSITY_HERFINDAHL: 0.9965047, COVERAGE_ITEM: 0.3216092, COVERAGE_ITEM_CORRECT: 0.0181251, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1034353, DIVERSITY_GINI: 0.0816860, SHANNON_ENTROPY: 10.3415213, 
SearchBayesianSkopt-CV: New best config found. Config 9: {'topK': 362, 'shrink': 12, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9336483840239056, 'tversky_beta': 1.1859544126137045} - results: ROC_AUC: 0.1053943, PRECISION: 0.0203971, PRECISION_RECALL_MIN_DEN: 0.0803483, RECALL: 0.0787492, MAP: 0.0339553, MRR: 0.0725280, NDCG: 0.0534538, F1: 0.0323984, HIT_RATE: 0.2039709, ARHR: 0.0787918, NOVELTY: 0.0046666, AVERAGE_POPULARITY: 0.1329723, DIVERSITY_MEAN_INTER_LIST: 0.9724033, DIVERSITY_HERFINDAHL: 0.9972205, COVERAGE_ITEM: 0.3509605, COVERAGE_ITEM_CORRECT: 0.0194495, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1053228, DIVERSITY_GINI: 0.0990931, SHANNON_ENTROPY: 10.7021648, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 136, 'shrink': 978, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.360419564054461, 'tversky_beta': 0.12749383452208843} - results: ROC_AUC: 0.0998590, PRECISION: 0.0193574, PRECISION_RECALL_MIN_DEN: 0.0762811, RECALL: 0.0747230, MAP: 0.0320891, MRR: 0.0689164, NDCG: 0.0506107, F1: 0.0307459, HIT_RATE: 0.1935740, ARHR: 0.0747561, NOVELTY: 0.0047431, AVERAGE_POPULARITY: 0.1059418, DIVERSITY_MEAN_INTER_LIST: 0.9812855, DIVERSITY_HERFINDAHL: 0.9981085, COVERAGE_ITEM: 0.3589143, COVERAGE_ITEM_CORRECT: 0.0206814, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.1005159, DIVERSITY_GINI: 0.1074613, SHANNON_ENTROPY: 11.0822408, 
