
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 803, 'shrink': 576, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5006787869394939, 'tversky_beta': 1.7940941979953717} - results: ROC_AUC: 0.0711074, PRECISION: 0.0142028, PRECISION_RECALL_MIN_DEN: 0.0591371, RECALL: 0.0579595, MAP: 0.0236287, MRR: 0.0467123, NDCG: 0.0373539, F1: 0.0228133, HIT_RATE: 0.1420283, ARHR: 0.0503437, NOVELTY: 0.0048229, AVERAGE_POPULARITY: 0.0186593, DIVERSITY_MEAN_INTER_LIST: 0.9952152, DIVERSITY_HERFINDAHL: 0.9995012, COVERAGE_ITEM: 0.4671415, COVERAGE_ITEM_CORRECT: 0.0242464, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0750220, DIVERSITY_GINI: 0.2002425, SHANNON_ENTROPY: 12.4817288, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 983, 'shrink': 140, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7167136167221831, 'tversky_beta': 0.7091337449615328} - results: ROC_AUC: 0.0727352, PRECISION: 0.0143088, PRECISION_RECALL_MIN_DEN: 0.0596959, RECALL: 0.0585952, MAP: 0.0242657, MRR: 0.0480722, NDCG: 0.0381208, F1: 0.0229992, HIT_RATE: 0.1430882, ARHR: 0.0517514, NOVELTY: 0.0048162, AVERAGE_POPULARITY: 0.0186840, DIVERSITY_MEAN_INTER_LIST: 0.9954799, DIVERSITY_HERFINDAHL: 0.9995276, COVERAGE_ITEM: 0.4742868, COVERAGE_ITEM_CORRECT: 0.0244081, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0758525, DIVERSITY_GINI: 0.2079206, SHANNON_ENTROPY: 12.5525219, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 794, 'shrink': 828, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6795726038633436, 'tversky_beta': 0.3581920266082564} - results: ROC_AUC: 0.0720015, PRECISION: 0.0143211, PRECISION_RECALL_MIN_DEN: 0.0596333, RECALL: 0.0584431, MAP: 0.0239709, MRR: 0.0473841, NDCG: 0.0377820, F1: 0.0230037, HIT_RATE: 0.1432114, ARHR: 0.0511357, NOVELTY: 0.0048186, AVERAGE_POPULARITY: 0.0186638, DIVERSITY_MEAN_INTER_LIST: 0.9954193, DIVERSITY_HERFINDAHL: 0.9995216, COVERAGE_ITEM: 0.4741867, COVERAGE_ITEM_CORRECT: 0.0244851, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0755002, DIVERSITY_GINI: 0.2061637, SHANNON_ENTROPY: 12.5335104, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'topK': 429, 'shrink': 313, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8197500962734035, 'tversky_beta': 0.6229913729595361} - results: ROC_AUC: 0.0735910, PRECISION: 0.0146068, PRECISION_RECALL_MIN_DEN: 0.0607076, RECALL: 0.0595194, MAP: 0.0246717, MRR: 0.0487359, NDCG: 0.0387019, F1: 0.0234534, HIT_RATE: 0.1460680, ARHR: 0.0527658, NOVELTY: 0.0048107, AVERAGE_POPULARITY: 0.0185540, DIVERSITY_MEAN_INTER_LIST: 0.9957555, DIVERSITY_HERFINDAHL: 0.9995552, COVERAGE_ITEM: 0.4946603, COVERAGE_ITEM_CORRECT: 0.0250472, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0767082, DIVERSITY_GINI: 0.2238984, SHANNON_ENTROPY: 12.6622451, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 555, 'shrink': 459, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3813030448476985, 'tversky_beta': 0.1620709084202077} - results: ROC_AUC: 0.0723442, PRECISION: 0.0144594, PRECISION_RECALL_MIN_DEN: 0.0602005, RECALL: 0.0590384, MAP: 0.0241814, MRR: 0.0474826, NDCG: 0.0381141, F1: 0.0232281, HIT_RATE: 0.1445939, ARHR: 0.0513932, NOVELTY: 0.0048185, AVERAGE_POPULARITY: 0.0185593, DIVERSITY_MEAN_INTER_LIST: 0.9955257, DIVERSITY_HERFINDAHL: 0.9995322, COVERAGE_ITEM: 0.4846660, COVERAGE_ITEM_CORRECT: 0.0246853, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0759280, DIVERSITY_GINI: 0.2147645, SHANNON_ENTROPY: 12.5894694, 

SearchBayesianSkopt-CV: New best config found. Config 5: {'topK': 749, 'shrink': 187, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9797003274113907, 'tversky_beta': 0.47595685957566636} - results: ROC_AUC: 0.0753153, PRECISION: 0.0148812, PRECISION_RECALL_MIN_DEN: 0.0617682, RECALL: 0.0605786, MAP: 0.0254185, MRR: 0.0503730, NDCG: 0.0396745, F1: 0.0238905, HIT_RATE: 0.1488120, ARHR: 0.0544922, NOVELTY: 0.0048147, AVERAGE_POPULARITY: 0.0186625, DIVERSITY_MEAN_INTER_LIST: 0.9957753, DIVERSITY_HERFINDAHL: 0.9995572, COVERAGE_ITEM: 0.4959461, COVERAGE_ITEM_CORRECT: 0.0254937, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0780169, DIVERSITY_GINI: 0.2261959, SHANNON_ENTROPY: 12.6791537, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 687, 'shrink': 876, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1191921389388513, 'tversky_beta': 0.643174177899258} - results: ROC_AUC: 0.0720623, PRECISION: 0.0142762, PRECISION_RECALL_MIN_DEN: 0.0594404, RECALL: 0.0582513, MAP: 0.0239467, MRR: 0.0472251, NDCG: 0.0376918, F1: 0.0229309, HIT_RATE: 0.1427617, ARHR: 0.0509854, NOVELTY: 0.0048216, AVERAGE_POPULARITY: 0.0186314, DIVERSITY_MEAN_INTER_LIST: 0.9954292, DIVERSITY_HERFINDAHL: 0.9995226, COVERAGE_ITEM: 0.4773898, COVERAGE_ITEM_CORRECT: 0.0243850, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0753492, DIVERSITY_GINI: 0.2084648, SHANNON_ENTROPY: 12.5466830, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 195, 'shrink': 820, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1800429269668133, 'tversky_beta': 1.6009225302078631} - results: ROC_AUC: 0.0745706, PRECISION: 0.0149995, PRECISION_RECALL_MIN_DEN: 0.0618455, RECALL: 0.0605421, MAP: 0.0248153, MRR: 0.0492918, NDCG: 0.0391511, F1: 0.0240412, HIT_RATE: 0.1499954, ARHR: 0.0534770, NOVELTY: 0.0048050, AVERAGE_POPULARITY: 0.0187112, DIVERSITY_MEAN_INTER_LIST: 0.9960084, DIVERSITY_HERFINDAHL: 0.9995805, COVERAGE_ITEM: 0.5165351, COVERAGE_ITEM_CORRECT: 0.0258402, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0780672, DIVERSITY_GINI: 0.2415832, SHANNON_ENTROPY: 12.7753215, 
