
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 609, 'shrink': 737, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9520005585150353, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0674845, PRECISION: 0.0141607, PRECISION_RECALL_MIN_DEN: 0.0502391, RECALL: 0.0484403, MAP: 0.0209986, MRR: 0.0467239, NDCG: 0.0331140, F1: 0.0219132, HIT_RATE: 0.1416073, ARHR: 0.0522076, NOVELTY: 0.0057056, AVERAGE_POPULARITY: 0.0123756, DIVERSITY_MEAN_INTER_LIST: 0.9968094, DIVERSITY_HERFINDAHL: 0.9996621, COVERAGE_ITEM: 0.6585409, COVERAGE_ITEM_CORRECT: 0.0274803, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0756764, DIVERSITY_GINI: 0.4071627, SHANNON_ENTROPY: 13.5260471, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 133, 'shrink': 298, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4075615088441683, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0660936, PRECISION: 0.0137931, PRECISION_RECALL_MIN_DEN: 0.0486919, RECALL: 0.0470255, MAP: 0.0204800, MRR: 0.0457735, NDCG: 0.0323133, F1: 0.0213272, HIT_RATE: 0.1379305, ARHR: 0.0509712, NOVELTY: 0.0057447, AVERAGE_POPULARITY: 0.0112626, DIVERSITY_MEAN_INTER_LIST: 0.9968266, DIVERSITY_HERFINDAHL: 0.9996638, COVERAGE_ITEM: 0.6805775, COVERAGE_ITEM_CORRECT: 0.0268720, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0743677, DIVERSITY_GINI: 0.4265512, SHANNON_ENTROPY: 13.5843267, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 575, 'shrink': 700, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12785047701862687, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1217390, PRECISION: 0.0236623, PRECISION_RECALL_MIN_DEN: 0.0890933, RECALL: 0.0870019, MAP: 0.0404030, MRR: 0.0868564, NDCG: 0.0619540, F1: 0.0372036, HIT_RATE: 0.2366229, ARHR: 0.0959577, NOVELTY: 0.0045645, AVERAGE_POPULARITY: 0.1520260, DIVERSITY_MEAN_INTER_LIST: 0.9638125, DIVERSITY_HERFINDAHL: 0.9963630, COVERAGE_ITEM: 0.3186218, COVERAGE_ITEM_CORRECT: 0.0217671, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1275198, DIVERSITY_GINI: 0.0759858, SHANNON_ENTROPY: 10.2599375, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'topK': 434, 'shrink': 39, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.1829776352013244, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1313098, PRECISION: 0.0260496, PRECISION_RECALL_MIN_DEN: 0.0962124, RECALL: 0.0937727, MAP: 0.0433504, MRR: 0.0932942, NDCG: 0.0666393, F1: 0.0407681, HIT_RATE: 0.2604962, ARHR: 0.1039640, NOVELTY: 0.0046054, AVERAGE_POPULARITY: 0.1437406, DIVERSITY_MEAN_INTER_LIST: 0.9686998, DIVERSITY_HERFINDAHL: 0.9968516, COVERAGE_ITEM: 0.3354148, COVERAGE_ITEM_CORRECT: 0.0245775, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1381150, DIVERSITY_GINI: 0.0843968, SHANNON_ENTROPY: 10.4516012, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 127, 'shrink': 471, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.06957796119485883, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1270145, PRECISION: 0.0249816, PRECISION_RECALL_MIN_DEN: 0.0924222, RECALL: 0.0901572, MAP: 0.0416517, MRR: 0.0903300, NDCG: 0.0641898, F1: 0.0391209, HIT_RATE: 0.2498164, ARHR: 0.1001835, NOVELTY: 0.0047925, AVERAGE_POPULARITY: 0.0990784, DIVERSITY_MEAN_INTER_LIST: 0.9854237, DIVERSITY_HERFINDAHL: 0.9985237, COVERAGE_ITEM: 0.3836150, COVERAGE_ITEM_CORRECT: 0.0271800, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1334843, DIVERSITY_GINI: 0.1163241, SHANNON_ENTROPY: 11.2911271, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 620, 'shrink': 862, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5756731643559954, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1257012, PRECISION: 0.0250036, PRECISION_RECALL_MIN_DEN: 0.0928528, RECALL: 0.0905782, MAP: 0.0417489, MRR: 0.0895317, NDCG: 0.0642072, F1: 0.0391835, HIT_RATE: 0.2500357, ARHR: 0.0996732, NOVELTY: 0.0047058, AVERAGE_POPULARITY: 0.1327351, DIVERSITY_MEAN_INTER_LIST: 0.9721355, DIVERSITY_HERFINDAHL: 0.9971951, COVERAGE_ITEM: 0.3730818, COVERAGE_ITEM_CORRECT: 0.0237305, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1326287, DIVERSITY_GINI: 0.1070899, SHANNON_ENTROPY: 10.8100108, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 858, 'shrink': 535, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3295987378131187, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1200660, PRECISION: 0.0234156, PRECISION_RECALL_MIN_DEN: 0.0880337, RECALL: 0.0859485, MAP: 0.0399490, MRR: 0.0852886, NDCG: 0.0611734, F1: 0.0368024, HIT_RATE: 0.2341559, ARHR: 0.0942278, NOVELTY: 0.0045373, AVERAGE_POPULARITY: 0.1600887, DIVERSITY_MEAN_INTER_LIST: 0.9585908, DIVERSITY_HERFINDAHL: 0.9958409, COVERAGE_ITEM: 0.3119307, COVERAGE_ITEM_CORRECT: 0.0210510, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1261608, DIVERSITY_GINI: 0.0723278, SHANNON_ENTROPY: 10.1229780, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 9, 'shrink': 763, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6362024846862662, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0651966, PRECISION: 0.0138000, PRECISION_RECALL_MIN_DEN: 0.0385938, RECALL: 0.0363547, MAP: 0.0178540, MRR: 0.0470723, NDCG: 0.0281689, F1: 0.0200005, HIT_RATE: 0.1380005, ARHR: 0.0535540, NOVELTY: 0.0050312, AVERAGE_POPULARITY: 0.0249983, DIVERSITY_MEAN_INTER_LIST: 0.7711666, DIVERSITY_HERFINDAHL: 0.9771021, COVERAGE_ITEM: 0.4144601, COVERAGE_ITEM_CORRECT: 0.0239384, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0699132, DIVERSITY_GINI: 0.1209350, SHANNON_ENTROPY: 9.0864520, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 93, 'shrink': 987, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.10828017302125395, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1248522, PRECISION: 0.0246675, PRECISION_RECALL_MIN_DEN: 0.0908783, RECALL: 0.0886018, MAP: 0.0409124, MRR: 0.0888449, NDCG: 0.0630812, F1: 0.0385890, HIT_RATE: 0.2466755, ARHR: 0.0986342, NOVELTY: 0.0048567, AVERAGE_POPULARITY: 0.0880693, DIVERSITY_MEAN_INTER_LIST: 0.9878880, DIVERSITY_HERFINDAHL: 0.9987701, COVERAGE_ITEM: 0.4047969, COVERAGE_ITEM_CORRECT: 0.0282579, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1312193, DIVERSITY_GINI: 0.1313105, SHANNON_ENTROPY: 11.5424826, 
