
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 157, 'shrink': 472, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.034846392947487155, 'tversky_beta': 1.525806003122162} - results: ROC_AUC: 0.1269024, PRECISION: 0.0248532, PRECISION_RECALL_MIN_DEN: 0.0921559, RECALL: 0.0899448, MAP: 0.0419329, MRR: 0.0901657, NDCG: 0.0643035, F1: 0.0389427, HIT_RATE: 0.2485320, ARHR: 0.1000481, NOVELTY: 0.0047585, AVERAGE_POPULARITY: 0.1063098, DIVERSITY_MEAN_INTER_LIST: 0.9834122, DIVERSITY_HERFINDAHL: 0.9983226, COVERAGE_ITEM: 0.3753532, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1326790, DIVERSITY_GINI: 0.1103513, SHANNON_ENTROPY: 11.1513128, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 376, 'shrink': 849, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.18324729776739826, 'tversky_beta': 0.8328091723484756} - results: ROC_AUC: 0.1241978, PRECISION: 0.0242689, PRECISION_RECALL_MIN_DEN: 0.0908490, RECALL: 0.0887133, MAP: 0.0412853, MRR: 0.0886807, NDCG: 0.0632685, F1: 0.0381101, HIT_RATE: 0.2426890, ARHR: 0.0982506, NOVELTY: 0.0046090, AVERAGE_POPULARITY: 0.1396140, DIVERSITY_MEAN_INTER_LIST: 0.9704853, DIVERSITY_HERFINDAHL: 0.9970301, COVERAGE_ITEM: 0.3308412, COVERAGE_ITEM_CORRECT: 0.0229528, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1300868, DIVERSITY_GINI: 0.0826646, SHANNON_ENTROPY: 10.4738446, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 805, 'shrink': 377, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7803628064339878, 'tversky_beta': 1.6989516155939755} - results: ROC_AUC: 0.1233491, PRECISION: 0.0242230, PRECISION_RECALL_MIN_DEN: 0.0902150, RECALL: 0.0880042, MAP: 0.0407772, MRR: 0.0875901, NDCG: 0.0626280, F1: 0.0379862, HIT_RATE: 0.2422298, ARHR: 0.0971049, NOVELTY: 0.0045438, AVERAGE_POPULARITY: 0.1584159, DIVERSITY_MEAN_INTER_LIST: 0.9602693, DIVERSITY_HERFINDAHL: 0.9960087, COVERAGE_ITEM: 0.3142868, COVERAGE_ITEM_CORRECT: 0.0219134, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1295332, DIVERSITY_GINI: 0.0734637, SHANNON_ENTROPY: 10.1594578, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 393, 'shrink': 157, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.46854728672574397, 'tversky_beta': 1.6047283786304707} - results: ROC_AUC: 0.1259132, PRECISION: 0.0246779, PRECISION_RECALL_MIN_DEN: 0.0916774, RECALL: 0.0894711, MAP: 0.0416270, MRR: 0.0897543, NDCG: 0.0638770, F1: 0.0386833, HIT_RATE: 0.2467792, ARHR: 0.0996754, NOVELTY: 0.0046011, AVERAGE_POPULARITY: 0.1417955, DIVERSITY_MEAN_INTER_LIST: 0.9694087, DIVERSITY_HERFINDAHL: 0.9969225, COVERAGE_ITEM: 0.3294090, COVERAGE_ITEM_CORRECT: 0.0229605, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1316975, DIVERSITY_GINI: 0.0816045, SHANNON_ENTROPY: 10.4317175, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'topK': 385, 'shrink': 280, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.499646819561513, 'tversky_beta': 0.09901980735761742} - results: ROC_AUC: 0.1275411, PRECISION: 0.0250153, PRECISION_RECALL_MIN_DEN: 0.0925269, RECALL: 0.0902473, MAP: 0.0420853, MRR: 0.0907810, NDCG: 0.0645241, F1: 0.0391697, HIT_RATE: 0.2501532, ARHR: 0.1010187, NOVELTY: 0.0046020, AVERAGE_POPULARITY: 0.1412180, DIVERSITY_MEAN_INTER_LIST: 0.9697344, DIVERSITY_HERFINDAHL: 0.9969551, COVERAGE_ITEM: 0.3289702, COVERAGE_ITEM_CORRECT: 0.0233378, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1333333, DIVERSITY_GINI: 0.0814590, SHANNON_ENTROPY: 10.4332659, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 557, 'shrink': 503, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5916662860795304, 'tversky_beta': 1.1406198235621074} - results: ROC_AUC: 0.1228069, PRECISION: 0.0239691, PRECISION_RECALL_MIN_DEN: 0.0896077, RECALL: 0.0874223, MAP: 0.0407031, MRR: 0.0877101, NDCG: 0.0623947, F1: 0.0376196, HIT_RATE: 0.2396910, ARHR: 0.0971028, NOVELTY: 0.0045672, AVERAGE_POPULARITY: 0.1512685, DIVERSITY_MEAN_INTER_LIST: 0.9642687, DIVERSITY_HERFINDAHL: 0.9964086, COVERAGE_ITEM: 0.3199461, COVERAGE_ITEM_CORRECT: 0.0219288, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1282748, DIVERSITY_GINI: 0.0765029, SHANNON_ENTROPY: 10.2696691, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 678, 'shrink': 75, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8038685929300722, 'tversky_beta': 0.8450949664148} - results: ROC_AUC: 0.1261702, PRECISION: 0.0246662, PRECISION_RECALL_MIN_DEN: 0.0920998, RECALL: 0.0898702, MAP: 0.0418779, MRR: 0.0896728, NDCG: 0.0641243, F1: 0.0387052, HIT_RATE: 0.2466623, ARHR: 0.0995162, NOVELTY: 0.0045594, AVERAGE_POPULARITY: 0.1545049, DIVERSITY_MEAN_INTER_LIST: 0.9627667, DIVERSITY_HERFINDAHL: 0.9962584, COVERAGE_ITEM: 0.3194610, COVERAGE_ITEM_CORRECT: 0.0226295, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1317982, DIVERSITY_GINI: 0.0759803, SHANNON_ENTROPY: 10.2333422, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 160, 'shrink': 658, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.20271704302550592, 'tversky_beta': 0.5581794010038216} - results: ROC_AUC: 0.1275581, PRECISION: 0.0250314, PRECISION_RECALL_MIN_DEN: 0.0931398, RECALL: 0.0909083, MAP: 0.0420546, MRR: 0.0905471, NDCG: 0.0646667, F1: 0.0392517, HIT_RATE: 0.2503141, ARHR: 0.1004913, NOVELTY: 0.0047471, AVERAGE_POPULARITY: 0.1077150, DIVERSITY_MEAN_INTER_LIST: 0.9829765, DIVERSITY_HERFINDAHL: 0.9982790, COVERAGE_ITEM: 0.3686391, COVERAGE_ITEM_CORRECT: 0.0261405, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1339122, DIVERSITY_GINI: 0.1065942, SHANNON_ENTROPY: 11.0989144, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 956, 'shrink': 889, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5142499439910053, 'tversky_beta': 1.2694680264906424} - results: ROC_AUC: 0.1210575, PRECISION: 0.0237415, PRECISION_RECALL_MIN_DEN: 0.0888793, RECALL: 0.0867277, MAP: 0.0400841, MRR: 0.0859840, NDCG: 0.0615743, F1: 0.0372758, HIT_RATE: 0.2374147, ARHR: 0.0952056, NOVELTY: 0.0045328, AVERAGE_POPULARITY: 0.1614634, DIVERSITY_MEAN_INTER_LIST: 0.9579746, DIVERSITY_HERFINDAHL: 0.9957793, COVERAGE_ITEM: 0.3110375, COVERAGE_ITEM_CORRECT: 0.0212666, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1273437, DIVERSITY_GINI: 0.0718520, SHANNON_ENTROPY: 10.1038061, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 752, 'shrink': 729, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.19997677606449688, 'tversky_beta': 1.7968534987646325} - results: ROC_AUC: 0.1203636, PRECISION: 0.0235069, PRECISION_RECALL_MIN_DEN: 0.0882838, RECALL: 0.0862010, MAP: 0.0399773, MRR: 0.0856085, NDCG: 0.0612938, F1: 0.0369383, HIT_RATE: 0.2350687, ARHR: 0.0946248, NOVELTY: 0.0045481, AVERAGE_POPULARITY: 0.1572743, DIVERSITY_MEAN_INTER_LIST: 0.9603946, DIVERSITY_HERFINDAHL: 0.9960213, COVERAGE_ITEM: 0.3155881, COVERAGE_ITEM_CORRECT: 0.0213744, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1265886, DIVERSITY_GINI: 0.0740502, SHANNON_ENTROPY: 10.1733553, 
