
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 358, 'shrink': 705, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1259060, PRECISION: 0.0247047, PRECISION_RECALL_MIN_DEN: 0.0919742, RECALL: 0.0897433, MAP: 0.0417348, MRR: 0.0899666, NDCG: 0.0640214, F1: 0.0387421, HIT_RATE: 0.2470466, ARHR: 0.0998691, NOVELTY: 0.0046129, AVERAGE_POPULARITY: 0.1384043, DIVERSITY_MEAN_INTER_LIST: 0.9710502, DIVERSITY_HERFINDAHL: 0.9970866, COVERAGE_ITEM: 0.3320577, COVERAGE_ITEM_CORRECT: 0.0231915, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1318485, DIVERSITY_GINI: 0.0832149, SHANNON_ENTROPY: 10.4891566, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 462, 'shrink': 955, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1237866, PRECISION: 0.0242043, PRECISION_RECALL_MIN_DEN: 0.0904377, RECALL: 0.0882479, MAP: 0.0409305, MRR: 0.0881680, NDCG: 0.0628313, F1: 0.0379848, HIT_RATE: 0.2420428, ARHR: 0.0977253, NOVELTY: 0.0045845, AVERAGE_POPULARITY: 0.1463080, DIVERSITY_MEAN_INTER_LIST: 0.9670859, DIVERSITY_HERFINDAHL: 0.9966903, COVERAGE_ITEM: 0.3245582, COVERAGE_ITEM_CORRECT: 0.0222368, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1295080, DIVERSITY_GINI: 0.0790327, SHANNON_ENTROPY: 10.3551229, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 75, 'shrink': 885, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1237813, PRECISION: 0.0245082, PRECISION_RECALL_MIN_DEN: 0.0889322, RECALL: 0.0865771, MAP: 0.0400083, MRR: 0.0879930, NDCG: 0.0618018, F1: 0.0381990, HIT_RATE: 0.2450818, ARHR: 0.0978747, NOVELTY: 0.0049004, AVERAGE_POPULARITY: 0.0811419, DIVERSITY_MEAN_INTER_LIST: 0.9891289, DIVERSITY_HERFINDAHL: 0.9988941, COVERAGE_ITEM: 0.4196420, COVERAGE_ITEM_CORRECT: 0.0289663, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1300617, DIVERSITY_GINI: 0.1426888, SHANNON_ENTROPY: 11.7075874, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 966, 'shrink': 444, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1213304, PRECISION: 0.0238287, PRECISION_RECALL_MIN_DEN: 0.0890575, RECALL: 0.0868973, MAP: 0.0401616, MRR: 0.0861796, NDCG: 0.0617142, F1: 0.0373988, HIT_RATE: 0.2382866, ARHR: 0.0954688, NOVELTY: 0.0045319, AVERAGE_POPULARITY: 0.1616151, DIVERSITY_MEAN_INTER_LIST: 0.9579883, DIVERSITY_HERFINDAHL: 0.9957807, COVERAGE_ITEM: 0.3107988, COVERAGE_ITEM_CORRECT: 0.0213436, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1277463, DIVERSITY_GINI: 0.0717362, SHANNON_ENTROPY: 10.1019194, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'topK': 296, 'shrink': 557, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1269362, PRECISION: 0.0249736, PRECISION_RECALL_MIN_DEN: 0.0927928, RECALL: 0.0905202, MAP: 0.0418674, MRR: 0.0904227, NDCG: 0.0643992, F1: 0.0391443, HIT_RATE: 0.2497360, ARHR: 0.1004487, NOVELTY: 0.0046394, AVERAGE_POPULARITY: 0.1314151, DIVERSITY_MEAN_INTER_LIST: 0.9741649, DIVERSITY_HERFINDAHL: 0.9973980, COVERAGE_ITEM: 0.3382098, COVERAGE_ITEM_CORRECT: 0.0239153, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1331068, DIVERSITY_GINI: 0.0871107, SHANNON_ENTROPY: 10.6098443, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 287, 'shrink': 877, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1265775, PRECISION: 0.0248938, PRECISION_RECALL_MIN_DEN: 0.0925290, RECALL: 0.0902793, MAP: 0.0417917, MRR: 0.0900483, NDCG: 0.0642467, F1: 0.0390237, HIT_RATE: 0.2489379, ARHR: 0.1000213, NOVELTY: 0.0046449, AVERAGE_POPULARITY: 0.1301621, DIVERSITY_MEAN_INTER_LIST: 0.9747315, DIVERSITY_HERFINDAHL: 0.9974547, COVERAGE_ITEM: 0.3397498, COVERAGE_ITEM_CORRECT: 0.0239384, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1327545, DIVERSITY_GINI: 0.0880325, SHANNON_ENTROPY: 10.6374269, 

SearchBayesianSkopt-CV: New best config found. Config 6: {'topK': 271, 'shrink': 308, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1278538, PRECISION: 0.0251858, PRECISION_RECALL_MIN_DEN: 0.0932158, RECALL: 0.0909258, MAP: 0.0419939, MRR: 0.0909343, NDCG: 0.0647080, F1: 0.0394433, HIT_RATE: 0.2518583, ARHR: 0.1011351, NOVELTY: 0.0046505, AVERAGE_POPULARITY: 0.1285857, DIVERSITY_MEAN_INTER_LIST: 0.9753645, DIVERSITY_HERFINDAHL: 0.9975180, COVERAGE_ITEM: 0.3406583, COVERAGE_ITEM_CORRECT: 0.0246006, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1341135, DIVERSITY_GINI: 0.0886399, SHANNON_ENTROPY: 10.6582899, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 681, 'shrink': 261, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1234987, PRECISION: 0.0241697, PRECISION_RECALL_MIN_DEN: 0.0903124, RECALL: 0.0881256, MAP: 0.0408158, MRR: 0.0878577, NDCG: 0.0626963, F1: 0.0379325, HIT_RATE: 0.2416970, ARHR: 0.0973801, NOVELTY: 0.0045509, AVERAGE_POPULARITY: 0.1560776, DIVERSITY_MEAN_INTER_LIST: 0.9616163, DIVERSITY_HERFINDAHL: 0.9961434, COVERAGE_ITEM: 0.3152955, COVERAGE_ITEM_CORRECT: 0.0219442, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1292563, DIVERSITY_GINI: 0.0741335, SHANNON_ENTROPY: 10.1906016, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 46, 'shrink': 350, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1165622, PRECISION: 0.0235908, PRECISION_RECALL_MIN_DEN: 0.0845402, RECALL: 0.0821568, MAP: 0.0379755, MRR: 0.0832821, NDCG: 0.0585827, F1: 0.0366535, HIT_RATE: 0.2359078, ARHR: 0.0930218, NOVELTY: 0.0049973, AVERAGE_POPULARITY: 0.0670768, DIVERSITY_MEAN_INTER_LIST: 0.9905398, DIVERSITY_HERFINDAHL: 0.9990352, COVERAGE_ITEM: 0.4527507, COVERAGE_ITEM_CORRECT: 0.0302907, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1242230, DIVERSITY_GINI: 0.1702252, SHANNON_ENTROPY: 12.0339278, 
