SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 705, 'shrink': 191, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1427802417812425, 'tversky_beta': 1.6575307828341468} - results: ROC_AUC: 0.0936996, PRECISION: 0.0181110, PRECISION_RECALL_MIN_DEN: 0.0691855, RECALL: 0.0676611, MAP: 0.0297759, MRR: 0.0649781, NDCG: 0.0468170, F1: 0.0285712, HIT_RATE: 0.1811100, ARHR: 0.0704389, NOVELTY: 0.0048365, AVERAGE_POPULARITY: 0.1003265, DIVERSITY_MEAN_INTER_LIST: 0.9809202, DIVERSITY_HERFINDAHL: 0.9980720, COVERAGE_ITEM: 0.4056516, COVERAGE_ITEM_CORRECT: 0.0189028, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0937712, DIVERSITY_GINI: 0.1278680, SHANNON_ENTROPY: 11.1925992, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 733, 'shrink': 925, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5521811175401832, 'tversky_beta': 0.14058833200973145} - results: ROC_AUC: 0.0934803, PRECISION: 0.0178735, PRECISION_RECALL_MIN_DEN: 0.0682012, RECALL: 0.0666992, MAP: 0.0295653, MRR: 0.0648312, NDCG: 0.0463996, F1: 0.0281892, HIT_RATE: 0.1787346, ARHR: 0.0702308, NOVELTY: 0.0047952, AVERAGE_POPULARITY: 0.1163576, DIVERSITY_MEAN_INTER_LIST: 0.9759833, DIVERSITY_HERFINDAHL: 0.9975784, COVERAGE_ITEM: 0.3973359, COVERAGE_ITEM_CORRECT: 0.0172012, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0928652, DIVERSITY_GINI: 0.1216381, SHANNON_ENTROPY: 10.9793099, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 190, 'shrink': 995, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6699518003351475, 'tversky_beta': 0.026064618988965733} - results: ROC_AUC: 0.0937163, PRECISION: 0.0180622, PRECISION_RECALL_MIN_DEN: 0.0683708, RECALL: 0.0667715, MAP: 0.0296199, MRR: 0.0650498, NDCG: 0.0464516, F1: 0.0284301, HIT_RATE: 0.1806225, ARHR: 0.0706204, NOVELTY: 0.0048475, AVERAGE_POPULARITY: 0.1089160, DIVERSITY_MEAN_INTER_LIST: 0.9782776, DIVERSITY_HERFINDAHL: 0.9978078, COVERAGE_ITEM: 0.4098710, COVERAGE_ITEM_CORRECT: 0.0179711, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0933686, DIVERSITY_GINI: 0.1328877, SHANNON_ENTROPY: 11.1645893, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 940, 'shrink': 13, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0396409507583613, 'tversky_beta': 0.1644057276270592} - results: ROC_AUC: 0.0675964, PRECISION: 0.0129854, PRECISION_RECALL_MIN_DEN: 0.0509481, RECALL: 0.0498938, MAP: 0.0216149, MRR: 0.0461961, NDCG: 0.0340278, F1: 0.0206059, HIT_RATE: 0.1298544, ARHR: 0.0494706, NOVELTY: 0.0052388, AVERAGE_POPULARITY: 0.0376331, DIVERSITY_MEAN_INTER_LIST: 0.9911952, DIVERSITY_HERFINDAHL: 0.9990993, COVERAGE_ITEM: 0.4666333, COVERAGE_ITEM_CORRECT: 0.0202425, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0690323, DIVERSITY_GINI: 0.1951672, SHANNON_ENTROPY: 12.2955448, 
SearchBayesianSkopt-CV: New best config found. Config 4: {'topK': 583, 'shrink': 604, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1380767162077188, 'tversky_beta': 0.9517426248445544} - results: ROC_AUC: 0.0947317, PRECISION: 0.0181770, PRECISION_RECALL_MIN_DEN: 0.0698945, RECALL: 0.0683509, MAP: 0.0301970, MRR: 0.0655474, NDCG: 0.0473297, F1: 0.0287143, HIT_RATE: 0.1817695, ARHR: 0.0712114, NOVELTY: 0.0047702, AVERAGE_POPULARITY: 0.1206129, DIVERSITY_MEAN_INTER_LIST: 0.9752052, DIVERSITY_HERFINDAHL: 0.9975006, COVERAGE_ITEM: 0.3995303, COVERAGE_ITEM_CORRECT: 0.0175861, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0937461, DIVERSITY_GINI: 0.1210509, SHANNON_ENTROPY: 10.9525833, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 129, 'shrink': 665, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.306868125693053, 'tversky_beta': 0.9792495197909243} - results: ROC_AUC: 0.0939053, PRECISION: 0.0178618, PRECISION_RECALL_MIN_DEN: 0.0676729, RECALL: 0.0661048, MAP: 0.0299514, MRR: 0.0653969, NDCG: 0.0465287, F1: 0.0281197, HIT_RATE: 0.1786184, ARHR: 0.0710456, NOVELTY: 0.0048564, AVERAGE_POPULARITY: 0.1063338, DIVERSITY_MEAN_INTER_LIST: 0.9791685, DIVERSITY_HERFINDAHL: 0.9978968, COVERAGE_ITEM: 0.4181482, COVERAGE_ITEM_CORRECT: 0.0180173, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0923619, DIVERSITY_GINI: 0.1375061, SHANNON_ENTROPY: 11.2247607, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 363, 'shrink': 757, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8007244236352957, 'tversky_beta': 0.2879341053971392} - results: ROC_AUC: 0.0943740, PRECISION: 0.0181106, PRECISION_RECALL_MIN_DEN: 0.0689957, RECALL: 0.0674309, MAP: 0.0300366, MRR: 0.0656776, NDCG: 0.0469947, F1: 0.0285498, HIT_RATE: 0.1811060, ARHR: 0.0712198, NOVELTY: 0.0048163, AVERAGE_POPULARITY: 0.1143944, DIVERSITY_MEAN_INTER_LIST: 0.9767582, DIVERSITY_HERFINDAHL: 0.9976559, COVERAGE_ITEM: 0.4077536, COVERAGE_ITEM_CORRECT: 0.0178941, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0938467, DIVERSITY_GINI: 0.1281694, SHANNON_ENTROPY: 11.0816563, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 523, 'shrink': 945, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.18506785392983, 'tversky_beta': 1.5644411548189683} - results: ROC_AUC: 0.0949455, PRECISION: 0.0182215, PRECISION_RECALL_MIN_DEN: 0.0697776, RECALL: 0.0682479, MAP: 0.0301459, MRR: 0.0658609, NDCG: 0.0473147, F1: 0.0287607, HIT_RATE: 0.1822148, ARHR: 0.0714641, NOVELTY: 0.0047979, AVERAGE_POPULARITY: 0.1150431, DIVERSITY_MEAN_INTER_LIST: 0.9768340, DIVERSITY_HERFINDAHL: 0.9976634, COVERAGE_ITEM: 0.4055207, COVERAGE_ITEM_CORRECT: 0.0179865, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0941991, DIVERSITY_GINI: 0.1252631, SHANNON_ENTROPY: 11.0357291, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 984, 'shrink': 603, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1855744130275352, 'tversky_beta': 1.4076986497661985} - results: ROC_AUC: 0.0948091, PRECISION: 0.0180082, PRECISION_RECALL_MIN_DEN: 0.0691240, RECALL: 0.0676045, MAP: 0.0300138, MRR: 0.0654878, NDCG: 0.0469678, F1: 0.0284390, HIT_RATE: 0.1800816, ARHR: 0.0709679, NOVELTY: 0.0047791, AVERAGE_POPULARITY: 0.1166179, DIVERSITY_MEAN_INTER_LIST: 0.9757408, DIVERSITY_HERFINDAHL: 0.9975541, COVERAGE_ITEM: 0.3975207, COVERAGE_ITEM_CORRECT: 0.0175630, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0935196, DIVERSITY_GINI: 0.1202574, SHANNON_ENTROPY: 10.9601965, 
SearchBayesianSkopt-CV: New best config found. Config 9: {'topK': 322, 'shrink': 401, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1837466347860384, 'tversky_beta': 0.8546898321411562} - results: ROC_AUC: 0.0951911, PRECISION: 0.0182829, PRECISION_RECALL_MIN_DEN: 0.0696337, RECALL: 0.0680672, MAP: 0.0302806, MRR: 0.0657799, NDCG: 0.0473670, F1: 0.0288204, HIT_RATE: 0.1828294, ARHR: 0.0715280, NOVELTY: 0.0047981, AVERAGE_POPULARITY: 0.1164862, DIVERSITY_MEAN_INTER_LIST: 0.9764693, DIVERSITY_HERFINDAHL: 0.9976270, COVERAGE_ITEM: 0.4089317, COVERAGE_ITEM_CORRECT: 0.0181713, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0942746, DIVERSITY_GINI: 0.1277880, SHANNON_ENTROPY: 11.0707919, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 872, 'shrink': 43, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8472524684286378, 'tversky_beta': 1.1825116825535285} - results: ROC_AUC: 0.0903105, PRECISION: 0.0175792, PRECISION_RECALL_MIN_DEN: 0.0671186, RECALL: 0.0655986, MAP: 0.0289639, MRR: 0.0626227, NDCG: 0.0453739, F1: 0.0277261, HIT_RATE: 0.1757922, ARHR: 0.0680127, NOVELTY: 0.0049477, AVERAGE_POPULARITY: 0.0768623, DIVERSITY_MEAN_INTER_LIST: 0.9865914, DIVERSITY_HERFINDAHL: 0.9986390, COVERAGE_ITEM: 0.4228527, COVERAGE_ITEM_CORRECT: 0.0208200, COVERAGE_USER: 0.6157292, COVERAGE_USER_CORRECT: 0.0906506, DIVERSITY_GINI: 0.1459901, SHANNON_ENTROPY: 11.6225569, 
