
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 926, 'shrink': 526, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6695640432508896, 'tversky_beta': 0.04900050635291399} - results: ROC_AUC: 0.1460064, PRECISION: 0.0298917, PRECISION_RECALL_MIN_DEN: 0.1038749, RECALL: 0.1005393, MAP: 0.0486401, MRR: 0.1078191, NDCG: 0.0736823, F1: 0.0460816, HIT_RATE: 0.2989165, ARHR: 0.1231241, NOVELTY: 0.0047743, AVERAGE_POPULARITY: 0.1185993, DIVERSITY_MEAN_INTER_LIST: 0.9775806, DIVERSITY_HERFINDAHL: 0.9977408, COVERAGE_ITEM: 0.4005159, COVERAGE_ITEM_CORRECT: 0.0301983, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1608657, DIVERSITY_GINI: 0.1087034, SHANNON_ENTROPY: 10.8937637, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 277, 'shrink': 810, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6285201782866437, 'tversky_beta': 1.3263302258927965} - results: ROC_AUC: 0.1472445, PRECISION: 0.0302562, PRECISION_RECALL_MIN_DEN: 0.1047671, RECALL: 0.1013004, MAP: 0.0497504, MRR: 0.1094449, NDCG: 0.0748107, F1: 0.0465936, HIT_RATE: 0.3025618, ARHR: 0.1250574, NOVELTY: 0.0047782, AVERAGE_POPULARITY: 0.1263229, DIVERSITY_MEAN_INTER_LIST: 0.9757107, DIVERSITY_HERFINDAHL: 0.9975538, COVERAGE_ITEM: 0.4218056, COVERAGE_ITEM_CORRECT: 0.0305987, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1621744, DIVERSITY_GINI: 0.1195153, SHANNON_ENTROPY: 10.9571966, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 499, 'shrink': 332, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.671844197551648, 'tversky_beta': 1.4071344293721746} - results: ROC_AUC: 0.1482215, PRECISION: 0.0307044, PRECISION_RECALL_MIN_DEN: 0.1055311, RECALL: 0.1019753, MAP: 0.0496170, MRR: 0.1100749, NDCG: 0.0750230, F1: 0.0471960, HIT_RATE: 0.3070443, ARHR: 0.1261812, NOVELTY: 0.0048259, AVERAGE_POPULARITY: 0.1081782, DIVERSITY_MEAN_INTER_LIST: 0.9818349, DIVERSITY_HERFINDAHL: 0.9981661, COVERAGE_ITEM: 0.4173705, COVERAGE_ITEM_CORRECT: 0.0323465, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1640367, DIVERSITY_GINI: 0.1195044, SHANNON_ENTROPY: 11.1364192, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 328, 'shrink': 711, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8099833746840834, 'tversky_beta': 1.1973487680391903} - results: ROC_AUC: 0.1474902, PRECISION: 0.0304575, PRECISION_RECALL_MIN_DEN: 0.1051287, RECALL: 0.1015842, MAP: 0.0496005, MRR: 0.1098841, NDCG: 0.0748345, F1: 0.0468627, HIT_RATE: 0.3045748, ARHR: 0.1257735, NOVELTY: 0.0048031, AVERAGE_POPULARITY: 0.1173794, DIVERSITY_MEAN_INTER_LIST: 0.9786196, DIVERSITY_HERFINDAHL: 0.9978447, COVERAGE_ITEM: 0.4209971, COVERAGE_ITEM_CORRECT: 0.0310991, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1630552, DIVERSITY_GINI: 0.1201162, SHANNON_ENTROPY: 11.0372436, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 132, 'shrink': 982, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3469601258304276, 'tversky_beta': 0.885474979495315} - results: ROC_AUC: 0.1459310, PRECISION: 0.0302883, PRECISION_RECALL_MIN_DEN: 0.1040555, RECALL: 0.1005499, MAP: 0.0492110, MRR: 0.1086563, NDCG: 0.0741968, F1: 0.0465526, HIT_RATE: 0.3028826, ARHR: 0.1245280, NOVELTY: 0.0048310, AVERAGE_POPULARITY: 0.1166963, DIVERSITY_MEAN_INTER_LIST: 0.9792864, DIVERSITY_HERFINDAHL: 0.9979113, COVERAGE_ITEM: 0.4351954, COVERAGE_ITEM_CORRECT: 0.0312377, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1613439, DIVERSITY_GINI: 0.1289130, SHANNON_ENTROPY: 11.1309971, 

SearchBayesianSkopt-CV: New best config found. Config 5: {'topK': 875, 'shrink': 173, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5374560243768404, 'tversky_beta': 1.402916930671057} - results: ROC_AUC: 0.1485327, PRECISION: 0.0306093, PRECISION_RECALL_MIN_DEN: 0.1056017, RECALL: 0.1021486, MAP: 0.0499663, MRR: 0.1103031, NDCG: 0.0753802, F1: 0.0471020, HIT_RATE: 0.3060928, ARHR: 0.1260604, NOVELTY: 0.0047717, AVERAGE_POPULARITY: 0.1187933, DIVERSITY_MEAN_INTER_LIST: 0.9781228, DIVERSITY_HERFINDAHL: 0.9977950, COVERAGE_ITEM: 0.4037267, COVERAGE_ITEM_CORRECT: 0.0312993, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1641877, DIVERSITY_GINI: 0.1100190, SHANNON_ENTROPY: 10.9287619, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 696, 'shrink': 949, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1730851377900915, 'tversky_beta': 0.7520294773831686} - results: ROC_AUC: 0.1456067, PRECISION: 0.0297715, PRECISION_RECALL_MIN_DEN: 0.1038418, RECALL: 0.1005168, MAP: 0.0486911, MRR: 0.1074468, NDCG: 0.0736826, F1: 0.0459352, HIT_RATE: 0.2977153, ARHR: 0.1225646, NOVELTY: 0.0047475, AVERAGE_POPULARITY: 0.1300533, DIVERSITY_MEAN_INTER_LIST: 0.9733933, DIVERSITY_HERFINDAHL: 0.9973221, COVERAGE_ITEM: 0.4042733, COVERAGE_ITEM_CORRECT: 0.0295669, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1606644, DIVERSITY_GINI: 0.1090579, SHANNON_ENTROPY: 10.7967409, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 988, 'shrink': 912, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.561469532264317, 'tversky_beta': 1.6596748129457883} - results: ROC_AUC: 0.1461358, PRECISION: 0.0298742, PRECISION_RECALL_MIN_DEN: 0.1042316, RECALL: 0.1009178, MAP: 0.0488890, MRR: 0.1079358, NDCG: 0.0739387, F1: 0.0460997, HIT_RATE: 0.2987421, ARHR: 0.1231923, NOVELTY: 0.0047418, AVERAGE_POPULARITY: 0.1279623, DIVERSITY_MEAN_INTER_LIST: 0.9741304, DIVERSITY_HERFINDAHL: 0.9973958, COVERAGE_ITEM: 0.3998383, COVERAGE_ITEM_CORRECT: 0.0297517, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1610419, DIVERSITY_GINI: 0.1066561, SHANNON_ENTROPY: 10.7826093, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 399, 'shrink': 260, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.566395578809065, 'tversky_beta': 0.8250618131618734} - results: ROC_AUC: 0.1481424, PRECISION: 0.0307014, PRECISION_RECALL_MIN_DEN: 0.1052033, RECALL: 0.1016037, MAP: 0.0494491, MRR: 0.1092915, NDCG: 0.0747130, F1: 0.0471531, HIT_RATE: 0.3070136, ARHR: 0.1256092, NOVELTY: 0.0048479, AVERAGE_POPULARITY: 0.1043493, DIVERSITY_MEAN_INTER_LIST: 0.9831876, DIVERSITY_HERFINDAHL: 0.9983014, COVERAGE_ITEM: 0.4239769, COVERAGE_ITEM_CORRECT: 0.0325698, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1636844, DIVERSITY_GINI: 0.1240822, SHANNON_ENTROPY: 11.2247171, 
