
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 824, 'shrink': 332, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.9575983792961817, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0773163, PRECISION: 0.0164158, PRECISION_RECALL_MIN_DEN: 0.0576022, RECALL: 0.0557945, MAP: 0.0254642, MRR: 0.0545009, NDCG: 0.0392132, F1: 0.0253663, HIT_RATE: 0.1641583, ARHR: 0.0619564, NOVELTY: 0.0059016, AVERAGE_POPULARITY: 0.0100491, DIVERSITY_MEAN_INTER_LIST: 0.9986508, DIVERSITY_HERFINDAHL: 0.9998474, COVERAGE_ITEM: 0.7104216, COVERAGE_ITEM_CORRECT: 0.0341944, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0909526, DIVERSITY_GINI: 0.4309198, SHANNON_ENTROPY: 13.7209418, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 343, 'shrink': 991, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8983413408781653, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1442512, PRECISION: 0.0298035, PRECISION_RECALL_MIN_DEN: 0.1032099, RECALL: 0.0997841, MAP: 0.0481345, MRR: 0.1063862, NDCG: 0.0729398, F1: 0.0458973, HIT_RATE: 0.2980348, ARHR: 0.1217159, NOVELTY: 0.0048242, AVERAGE_POPULARITY: 0.1106131, DIVERSITY_MEAN_INTER_LIST: 0.9798977, DIVERSITY_HERFINDAHL: 0.9979725, COVERAGE_ITEM: 0.4162310, COVERAGE_ITEM_CORRECT: 0.0307218, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1599346, DIVERSITY_GINI: 0.1190532, SHANNON_ENTROPY: 11.0644255, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 274, 'shrink': 885, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3608999000770619, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1447821, PRECISION: 0.0299096, PRECISION_RECALL_MIN_DEN: 0.1035747, RECALL: 0.1001521, MAP: 0.0486684, MRR: 0.1075568, NDCG: 0.0735409, F1: 0.0460623, HIT_RATE: 0.2990958, ARHR: 0.1229399, NOVELTY: 0.0048101, AVERAGE_POPULARITY: 0.1178911, DIVERSITY_MEAN_INTER_LIST: 0.9776704, DIVERSITY_HERFINDAHL: 0.9977498, COVERAGE_ITEM: 0.4187565, COVERAGE_ITEM_CORRECT: 0.0302984, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1605134, DIVERSITY_GINI: 0.1195587, SHANNON_ENTROPY: 11.0030507, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 232, 'shrink': 320, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2845921747721121, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0797418, PRECISION: 0.0167093, PRECISION_RECALL_MIN_DEN: 0.0589842, RECALL: 0.0571214, MAP: 0.0266448, MRR: 0.0566612, NDCG: 0.0405698, F1: 0.0258535, HIT_RATE: 0.1670927, ARHR: 0.0645098, NOVELTY: 0.0058915, AVERAGE_POPULARITY: 0.0096844, DIVERSITY_MEAN_INTER_LIST: 0.9986564, DIVERSITY_HERFINDAHL: 0.9998480, COVERAGE_ITEM: 0.7144793, COVERAGE_ITEM_CORRECT: 0.0347103, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0919592, DIVERSITY_GINI: 0.4437230, SHANNON_ENTROPY: 13.7549753, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'topK': 263, 'shrink': 731, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2223325107790291, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1465070, PRECISION: 0.0300057, PRECISION_RECALL_MIN_DEN: 0.1044224, RECALL: 0.1010096, MAP: 0.0494975, MRR: 0.1085404, NDCG: 0.0744416, F1: 0.0462658, HIT_RATE: 0.3000567, ARHR: 0.1240124, NOVELTY: 0.0047703, AVERAGE_POPULARITY: 0.1299152, DIVERSITY_MEAN_INTER_LIST: 0.9745211, DIVERSITY_HERFINDAHL: 0.9974349, COVERAGE_ITEM: 0.4218364, COVERAGE_ITEM_CORRECT: 0.0301675, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1613439, DIVERSITY_GINI: 0.1191871, SHANNON_ENTROPY: 10.9284653, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 630, 'shrink': 938, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8726926093394225, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0812432, PRECISION: 0.0172780, PRECISION_RECALL_MIN_DEN: 0.0598788, RECALL: 0.0578730, MAP: 0.0268695, MRR: 0.0577977, NDCG: 0.0411051, F1: 0.0266095, HIT_RATE: 0.1727802, ARHR: 0.0657152, NOVELTY: 0.0058675, AVERAGE_POPULARITY: 0.0102336, DIVERSITY_MEAN_INTER_LIST: 0.9986902, DIVERSITY_HERFINDAHL: 0.9998514, COVERAGE_ITEM: 0.7212012, COVERAGE_ITEM_CORRECT: 0.0358037, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0951806, DIVERSITY_GINI: 0.4473962, SHANNON_ENTROPY: 13.7679864, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 763, 'shrink': 541, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4321238250597752, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1037659, PRECISION: 0.0220059, PRECISION_RECALL_MIN_DEN: 0.0772663, RECALL: 0.0746696, MAP: 0.0332436, MRR: 0.0729948, NDCG: 0.0518460, F1: 0.0339917, HIT_RATE: 0.2200589, ARHR: 0.0823883, NOVELTY: 0.0053493, AVERAGE_POPULARITY: 0.0304943, DIVERSITY_MEAN_INTER_LIST: 0.9949228, DIVERSITY_HERFINDAHL: 0.9994747, COVERAGE_ITEM: 0.5443234, COVERAGE_ITEM_CORRECT: 0.0390375, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1233170, DIVERSITY_GINI: 0.2250514, SHANNON_ENTROPY: 12.5459661, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 847, 'shrink': 638, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2995808438976788, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0792434, PRECISION: 0.0167691, PRECISION_RECALL_MIN_DEN: 0.0584906, RECALL: 0.0565790, MAP: 0.0260702, MRR: 0.0561747, NDCG: 0.0400084, F1: 0.0258685, HIT_RATE: 0.1676909, ARHR: 0.0637804, NOVELTY: 0.0058833, AVERAGE_POPULARITY: 0.0102914, DIVERSITY_MEAN_INTER_LIST: 0.9986720, DIVERSITY_HERFINDAHL: 0.9998496, COVERAGE_ITEM: 0.7165659, COVERAGE_ITEM_CORRECT: 0.0348335, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0927142, DIVERSITY_GINI: 0.4393667, SHANNON_ENTROPY: 13.7456798, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 930, 'shrink': 814, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8890217492469614, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1415184, PRECISION: 0.0306993, PRECISION_RECALL_MIN_DEN: 0.1042065, RECALL: 0.1005442, MAP: 0.0465384, MRR: 0.1022258, NDCG: 0.0717403, F1: 0.0470355, HIT_RATE: 0.3069933, ARHR: 0.1177070, NOVELTY: 0.0051608, AVERAGE_POPULARITY: 0.0512466, DIVERSITY_MEAN_INTER_LIST: 0.9945997, DIVERSITY_HERFINDAHL: 0.9994424, COVERAGE_ITEM: 0.5077498, COVERAGE_ITEM_CORRECT: 0.0441501, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1632062, DIVERSITY_GINI: 0.1958688, SHANNON_ENTROPY: 12.3450206, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 954, 'shrink': 390, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9159114650778157, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0893668, PRECISION: 0.0187089, PRECISION_RECALL_MIN_DEN: 0.0662724, RECALL: 0.0640578, MAP: 0.0282960, MRR: 0.0617897, NDCG: 0.0442025, F1: 0.0289595, HIT_RATE: 0.1870892, ARHR: 0.0693771, NOVELTY: 0.0053914, AVERAGE_POPULARITY: 0.0278851, DIVERSITY_MEAN_INTER_LIST: 0.9946200, DIVERSITY_HERFINDAHL: 0.9994444, COVERAGE_ITEM: 0.5473340, COVERAGE_ITEM_CORRECT: 0.0345255, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1066818, DIVERSITY_GINI: 0.2265161, SHANNON_ENTROPY: 12.5330722, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'topK': 512, 'shrink': 153, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9662848052594097, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0664075, PRECISION: 0.0143445, PRECISION_RECALL_MIN_DEN: 0.0506957, RECALL: 0.0490896, MAP: 0.0221988, MRR: 0.0471442, NDCG: 0.0342043, F1: 0.0221995, HIT_RATE: 0.1434449, ARHR: 0.0537975, NOVELTY: 0.0060023, AVERAGE_POPULARITY: 0.0093328, DIVERSITY_MEAN_INTER_LIST: 0.9984286, DIVERSITY_HERFINDAHL: 0.9998252, COVERAGE_ITEM: 0.6363965, COVERAGE_ITEM_CORRECT: 0.0299519, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0784950, DIVERSITY_GINI: 0.3530348, SHANNON_ENTROPY: 13.4596774, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'topK': 295, 'shrink': 649, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4961151065613226, 'feature_weighting': 'none'} - results: ROC_AUC: 0.1463680, PRECISION: 0.0299593, PRECISION_RECALL_MIN_DEN: 0.1041391, RECALL: 0.1007374, MAP: 0.0494937, MRR: 0.1085672, NDCG: 0.0743939, F1: 0.0461810, HIT_RATE: 0.2995931, ARHR: 0.1240394, NOVELTY: 0.0047788, AVERAGE_POPULARITY: 0.1285063, DIVERSITY_MEAN_INTER_LIST: 0.9748926, DIVERSITY_HERFINDAHL: 0.9974720, COVERAGE_ITEM: 0.4209201, COVERAGE_ITEM_CORRECT: 0.0300905, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1612432, DIVERSITY_GINI: 0.1191374, SHANNON_ENTROPY: 10.9357368, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'topK': 520, 'shrink': 793, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1937245297167207, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0799069, PRECISION: 0.0168326, PRECISION_RECALL_MIN_DEN: 0.0588885, RECALL: 0.0569862, MAP: 0.0264650, MRR: 0.0565325, NDCG: 0.0404326, F1: 0.0259869, HIT_RATE: 0.1683258, ARHR: 0.0642469, NOVELTY: 0.0058817, AVERAGE_POPULARITY: 0.0101226, DIVERSITY_MEAN_INTER_LIST: 0.9986814, DIVERSITY_HERFINDAHL: 0.9998505, COVERAGE_ITEM: 0.7187526, COVERAGE_ITEM_CORRECT: 0.0349028, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0932176, DIVERSITY_GINI: 0.4432284, SHANNON_ENTROPY: 13.7567639, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'topK': 213, 'shrink': 910, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6093131437957507, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0799326, PRECISION: 0.0169177, PRECISION_RECALL_MIN_DEN: 0.0595499, RECALL: 0.0576302, MAP: 0.0266582, MRR: 0.0567373, NDCG: 0.0407341, F1: 0.0261555, HIT_RATE: 0.1691774, ARHR: 0.0646642, NOVELTY: 0.0058891, AVERAGE_POPULARITY: 0.0096946, DIVERSITY_MEAN_INTER_LIST: 0.9986620, DIVERSITY_HERFINDAHL: 0.9998486, COVERAGE_ITEM: 0.7145794, COVERAGE_ITEM_CORRECT: 0.0350799, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0931672, DIVERSITY_GINI: 0.4450410, SHANNON_ENTROPY: 13.7589041, 

SearchBayesianSkopt-CV: New best config found. Config 14: {'topK': 730, 'shrink': 350, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4291837875127845, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.1618227, PRECISION: 0.0345401, PRECISION_RECALL_MIN_DEN: 0.1171507, RECALL: 0.1131068, MAP: 0.0546718, MRR: 0.1195263, NDCG: 0.0827802, F1: 0.0529179, HIT_RATE: 0.3454011, ARHR: 0.1385302, NOVELTY: 0.0051403, AVERAGE_POPULARITY: 0.0623888, DIVERSITY_MEAN_INTER_LIST: 0.9943954, DIVERSITY_HERFINDAHL: 0.9994220, COVERAGE_ITEM: 0.5330202, COVERAGE_ITEM_CORRECT: 0.0459519, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1802190, DIVERSITY_GINI: 0.2119301, SHANNON_ENTROPY: 12.4133370, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'topK': 782, 'shrink': 673, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.37933957319205, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0788805, PRECISION: 0.0168435, PRECISION_RECALL_MIN_DEN: 0.0586906, RECALL: 0.0567496, MAP: 0.0260568, MRR: 0.0558691, NDCG: 0.0400004, F1: 0.0259755, HIT_RATE: 0.1684346, ARHR: 0.0636090, NOVELTY: 0.0058839, AVERAGE_POPULARITY: 0.0102665, DIVERSITY_MEAN_INTER_LIST: 0.9986726, DIVERSITY_HERFINDAHL: 0.9998496, COVERAGE_ITEM: 0.7170818, COVERAGE_ITEM_CORRECT: 0.0349798, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.0928652, DIVERSITY_GINI: 0.4395734, SHANNON_ENTROPY: 13.7464795, 
