
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 280, 'shrink': 1000, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0832365, PRECISION: 0.0167016, PRECISION_RECALL_MIN_DEN: 0.0646192, RECALL: 0.0629561, MAP: 0.0275831, MRR: 0.0577203, NDCG: 0.0427713, F1: 0.0263970, HIT_RATE: 0.1670164, ARHR: 0.0633227, NOVELTY: 0.0050750, AVERAGE_POPULARITY: 0.0173426, DIVERSITY_MEAN_INTER_LIST: 0.9968543, DIVERSITY_HERFINDAHL: 0.9996665, COVERAGE_ITEM: 0.5241809, COVERAGE_ITEM_CORRECT: 0.0305448, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0911539, DIVERSITY_GINI: 0.2399867, SHANNON_ENTROPY: 12.8080402, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 41, 'shrink': 298, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0878862, PRECISION: 0.0178449, PRECISION_RECALL_MIN_DEN: 0.0666320, RECALL: 0.0647355, MAP: 0.0294433, MRR: 0.0619974, NDCG: 0.0451647, F1: 0.0279751, HIT_RATE: 0.1784491, ARHR: 0.0687332, NOVELTY: 0.0050623, AVERAGE_POPULARITY: 0.0177298, DIVERSITY_MEAN_INTER_LIST: 0.9974206, DIVERSITY_HERFINDAHL: 0.9997232, COVERAGE_ITEM: 0.5905217, COVERAGE_ITEM_CORRECT: 0.0331627, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0953567, DIVERSITY_GINI: 0.2947314, SHANNON_ENTROPY: 13.1127692, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 762, 'shrink': 970, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0794916, PRECISION: 0.0158450, PRECISION_RECALL_MIN_DEN: 0.0618994, RECALL: 0.0603511, MAP: 0.0266639, MRR: 0.0555100, NDCG: 0.0411837, F1: 0.0250991, HIT_RATE: 0.1584500, ARHR: 0.0606496, NOVELTY: 0.0050877, AVERAGE_POPULARITY: 0.0173148, DIVERSITY_MEAN_INTER_LIST: 0.9961970, DIVERSITY_HERFINDAHL: 0.9996008, COVERAGE_ITEM: 0.4895861, COVERAGE_ITEM_CORRECT: 0.0286814, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0872531, DIVERSITY_GINI: 0.2090851, SHANNON_ENTROPY: 12.5845715, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 181, 'shrink': 177, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0864707, PRECISION: 0.0173225, PRECISION_RECALL_MIN_DEN: 0.0660752, RECALL: 0.0643051, MAP: 0.0284382, MRR: 0.0600538, NDCG: 0.0440280, F1: 0.0272906, HIT_RATE: 0.1732245, ARHR: 0.0660868, NOVELTY: 0.0050721, AVERAGE_POPULARITY: 0.0173662, DIVERSITY_MEAN_INTER_LIST: 0.9971290, DIVERSITY_HERFINDAHL: 0.9996940, COVERAGE_ITEM: 0.5404427, COVERAGE_ITEM_CORRECT: 0.0316997, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0941236, DIVERSITY_GINI: 0.2545946, SHANNON_ENTROPY: 12.9068966, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 816, 'shrink': 770, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0795638, PRECISION: 0.0158034, PRECISION_RECALL_MIN_DEN: 0.0617375, RECALL: 0.0601857, MAP: 0.0265610, MRR: 0.0551502, NDCG: 0.0410214, F1: 0.0250320, HIT_RATE: 0.1580338, ARHR: 0.0602667, NOVELTY: 0.0050873, AVERAGE_POPULARITY: 0.0173218, DIVERSITY_MEAN_INTER_LIST: 0.9961613, DIVERSITY_HERFINDAHL: 0.9995973, COVERAGE_ITEM: 0.4877305, COVERAGE_ITEM_CORRECT: 0.0285505, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0870266, DIVERSITY_GINI: 0.2073704, SHANNON_ENTROPY: 12.5713848, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 767, 'shrink': 608, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0797181, PRECISION: 0.0158373, PRECISION_RECALL_MIN_DEN: 0.0618528, RECALL: 0.0603000, MAP: 0.0267291, MRR: 0.0556874, NDCG: 0.0412285, F1: 0.0250848, HIT_RATE: 0.1583727, ARHR: 0.0608268, NOVELTY: 0.0050871, AVERAGE_POPULARITY: 0.0173092, DIVERSITY_MEAN_INTER_LIST: 0.9962422, DIVERSITY_HERFINDAHL: 0.9996053, COVERAGE_ITEM: 0.4894090, COVERAGE_ITEM_CORRECT: 0.0286583, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0871776, DIVERSITY_GINI: 0.2093191, SHANNON_ENTROPY: 12.5897114, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 254, 'shrink': 191, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0844506, PRECISION: 0.0168984, PRECISION_RECALL_MIN_DEN: 0.0649470, RECALL: 0.0632463, MAP: 0.0280452, MRR: 0.0586838, NDCG: 0.0433174, F1: 0.0266680, HIT_RATE: 0.1689839, ARHR: 0.0644959, NOVELTY: 0.0050721, AVERAGE_POPULARITY: 0.0172830, DIVERSITY_MEAN_INTER_LIST: 0.9969782, DIVERSITY_HERFINDAHL: 0.9996789, COVERAGE_ITEM: 0.5289317, COVERAGE_ITEM_CORRECT: 0.0311068, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0920347, DIVERSITY_GINI: 0.2452680, SHANNON_ENTROPY: 12.8483576, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 509, 'shrink': 728, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0809857, PRECISION: 0.0162356, PRECISION_RECALL_MIN_DEN: 0.0626384, RECALL: 0.0610018, MAP: 0.0270445, MRR: 0.0563135, NDCG: 0.0417325, F1: 0.0256430, HIT_RATE: 0.1623560, ARHR: 0.0617619, NOVELTY: 0.0050844, AVERAGE_POPULARITY: 0.0172953, DIVERSITY_MEAN_INTER_LIST: 0.9965304, DIVERSITY_HERFINDAHL: 0.9996342, COVERAGE_ITEM: 0.5024447, COVERAGE_ITEM_CORRECT: 0.0294976, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0887882, DIVERSITY_GINI: 0.2209536, SHANNON_ENTROPY: 12.6806857, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 513, 'shrink': 177, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0820973, PRECISION: 0.0164214, PRECISION_RECALL_MIN_DEN: 0.0630670, RECALL: 0.0614344, MAP: 0.0272332, MRR: 0.0570900, NDCG: 0.0420920, F1: 0.0259131, HIT_RATE: 0.1642136, ARHR: 0.0626338, NOVELTY: 0.0050807, AVERAGE_POPULARITY: 0.0173144, DIVERSITY_MEAN_INTER_LIST: 0.9966505, DIVERSITY_HERFINDAHL: 0.9996462, COVERAGE_ITEM: 0.5046314, COVERAGE_ITEM_CORRECT: 0.0298056, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0898704, DIVERSITY_GINI: 0.2239671, SHANNON_ENTROPY: 12.7100372, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 770, 'shrink': 47, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0836369, PRECISION: 0.0166028, PRECISION_RECALL_MIN_DEN: 0.0647864, RECALL: 0.0632055, MAP: 0.0278813, MRR: 0.0584003, NDCG: 0.0431379, F1: 0.0262961, HIT_RATE: 0.1660277, ARHR: 0.0639343, NOVELTY: 0.0050757, AVERAGE_POPULARITY: 0.0171874, DIVERSITY_MEAN_INTER_LIST: 0.9967790, DIVERSITY_HERFINDAHL: 0.9996590, COVERAGE_ITEM: 0.5107603, COVERAGE_ITEM_CORRECT: 0.0302676, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0912042, DIVERSITY_GINI: 0.2296029, SHANNON_ENTROPY: 12.7508975, 
