
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 327, 'shrink': 132, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7599717833357149, 'tversky_beta': 0.6906775809406215} - results: ROC_AUC: 0.0835642, PRECISION: 0.0168528, PRECISION_RECALL_MIN_DEN: 0.0648999, RECALL: 0.0632002, MAP: 0.0276292, MRR: 0.0580874, NDCG: 0.0429000, F1: 0.0266078, HIT_RATE: 0.1685277, ARHR: 0.0638565, NOVELTY: 0.0050746, AVERAGE_POPULARITY: 0.0172438, DIVERSITY_MEAN_INTER_LIST: 0.9968904, DIVERSITY_HERFINDAHL: 0.9996701, COVERAGE_ITEM: 0.5219249, COVERAGE_ITEM_CORRECT: 0.0307680, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0920851, DIVERSITY_GINI: 0.2388408, SHANNON_ENTROPY: 12.8081194, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 20, 'shrink': 417, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6259449128621124, 'tversky_beta': 1.8673296501023955} - results: ROC_AUC: 0.0874136, PRECISION: 0.0176248, PRECISION_RECALL_MIN_DEN: 0.0653676, RECALL: 0.0635165, MAP: 0.0289399, MRR: 0.0617872, NDCG: 0.0445339, F1: 0.0275914, HIT_RATE: 0.1762480, ARHR: 0.0685586, NOVELTY: 0.0050502, AVERAGE_POPULARITY: 0.0179251, DIVERSITY_MEAN_INTER_LIST: 0.9969491, DIVERSITY_HERFINDAHL: 0.9996760, COVERAGE_ITEM: 0.6088316, COVERAGE_ITEM_CORRECT: 0.0327546, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0940229, DIVERSITY_GINI: 0.3049745, SHANNON_ENTROPY: 13.1229396, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 361, 'shrink': 382, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8610056433384186, 'tversky_beta': 0.18595160689206616} - results: ROC_AUC: 0.0831866, PRECISION: 0.0167512, PRECISION_RECALL_MIN_DEN: 0.0645166, RECALL: 0.0628258, MAP: 0.0276574, MRR: 0.0578692, NDCG: 0.0427994, F1: 0.0264472, HIT_RATE: 0.1675117, ARHR: 0.0635591, NOVELTY: 0.0050755, AVERAGE_POPULARITY: 0.0172694, DIVERSITY_MEAN_INTER_LIST: 0.9968247, DIVERSITY_HERFINDAHL: 0.9996636, COVERAGE_ITEM: 0.5184370, COVERAGE_ITEM_CORRECT: 0.0304678, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0913049, DIVERSITY_GINI: 0.2351437, SHANNON_ENTROPY: 12.7824661, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 974, 'shrink': 831, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3395615985529455, 'tversky_beta': 1.772137869699527} - results: ROC_AUC: 0.0785275, PRECISION: 0.0156290, PRECISION_RECALL_MIN_DEN: 0.0611648, RECALL: 0.0596305, MAP: 0.0262538, MRR: 0.0544374, NDCG: 0.0405592, F1: 0.0247651, HIT_RATE: 0.1562901, ARHR: 0.0594326, NOVELTY: 0.0050933, AVERAGE_POPULARITY: 0.0173948, DIVERSITY_MEAN_INTER_LIST: 0.9958413, DIVERSITY_HERFINDAHL: 0.9995653, COVERAGE_ITEM: 0.4741559, COVERAGE_ITEM_CORRECT: 0.0282271, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0859695, DIVERSITY_GINI: 0.1975419, SHANNON_ENTROPY: 12.4904983, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 790, 'shrink': 777, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1799803313946153, 'tversky_beta': 1.95443047169978} - results: ROC_AUC: 0.0795641, PRECISION: 0.0158829, PRECISION_RECALL_MIN_DEN: 0.0618349, RECALL: 0.0602668, MAP: 0.0267549, MRR: 0.0555429, NDCG: 0.0412326, F1: 0.0251385, HIT_RATE: 0.1588289, ARHR: 0.0607150, NOVELTY: 0.0050877, AVERAGE_POPULARITY: 0.0173303, DIVERSITY_MEAN_INTER_LIST: 0.9961776, DIVERSITY_HERFINDAHL: 0.9995989, COVERAGE_ITEM: 0.4864678, COVERAGE_ITEM_CORRECT: 0.0286891, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0872782, DIVERSITY_GINI: 0.2069107, SHANNON_ENTROPY: 12.5713005, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 187, 'shrink': 102, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9280489120960678, 'tversky_beta': 0.25243895898634167} - results: ROC_AUC: 0.0865956, PRECISION: 0.0173789, PRECISION_RECALL_MIN_DEN: 0.0663054, RECALL: 0.0645124, MAP: 0.0284549, MRR: 0.0603387, NDCG: 0.0441053, F1: 0.0273799, HIT_RATE: 0.1737892, ARHR: 0.0664676, NOVELTY: 0.0050721, AVERAGE_POPULARITY: 0.0172901, DIVERSITY_MEAN_INTER_LIST: 0.9971949, DIVERSITY_HERFINDAHL: 0.9997006, COVERAGE_ITEM: 0.5447623, COVERAGE_ITEM_CORRECT: 0.0318306, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0941991, DIVERSITY_GINI: 0.2587663, SHANNON_ENTROPY: 12.9330984, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 978, 'shrink': 889, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1313685534857205, 'tversky_beta': 1.8946681654056994} - results: ROC_AUC: 0.0791142, PRECISION: 0.0156785, PRECISION_RECALL_MIN_DEN: 0.0613106, RECALL: 0.0597766, MAP: 0.0264118, MRR: 0.0548864, NDCG: 0.0407744, F1: 0.0248399, HIT_RATE: 0.1567846, ARHR: 0.0598999, NOVELTY: 0.0050905, AVERAGE_POPULARITY: 0.0173921, DIVERSITY_MEAN_INTER_LIST: 0.9959821, DIVERSITY_HERFINDAHL: 0.9995793, COVERAGE_ITEM: 0.4800308, COVERAGE_ITEM_CORRECT: 0.0283503, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0864225, DIVERSITY_GINI: 0.2015536, SHANNON_ENTROPY: 12.5234779, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 115, 'shrink': 303, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7636939543570094, 'tversky_beta': 1.2895861694793502} - results: ROC_AUC: 0.0874385, PRECISION: 0.0176633, PRECISION_RECALL_MIN_DEN: 0.0667499, RECALL: 0.0648885, MAP: 0.0286593, MRR: 0.0609759, NDCG: 0.0444861, F1: 0.0277627, HIT_RATE: 0.1766329, ARHR: 0.0672714, NOVELTY: 0.0050734, AVERAGE_POPULARITY: 0.0175689, DIVERSITY_MEAN_INTER_LIST: 0.9972682, DIVERSITY_HERFINDAHL: 0.9997079, COVERAGE_ITEM: 0.5519384, COVERAGE_ITEM_CORRECT: 0.0324620, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0955329, DIVERSITY_GINI: 0.2647538, SHANNON_ENTROPY: 12.9675230, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 928, 'shrink': 975, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.304051780060099, 'tversky_beta': 0.7916486208970859} - results: ROC_AUC: 0.0791816, PRECISION: 0.0157352, PRECISION_RECALL_MIN_DEN: 0.0617669, RECALL: 0.0602344, MAP: 0.0264869, MRR: 0.0548933, NDCG: 0.0409327, F1: 0.0249508, HIT_RATE: 0.1573524, ARHR: 0.0599122, NOVELTY: 0.0050894, AVERAGE_POPULARITY: 0.0173456, DIVERSITY_MEAN_INTER_LIST: 0.9960691, DIVERSITY_HERFINDAHL: 0.9995880, COVERAGE_ITEM: 0.4851665, COVERAGE_ITEM_CORRECT: 0.0284581, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0867749, DIVERSITY_GINI: 0.2048001, SHANNON_ENTROPY: 12.5484271, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 554, 'shrink': 860, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04063006869928732, 'tversky_beta': 0.08190193153332183} - results: ROC_AUC: 0.0787100, PRECISION: 0.0158717, PRECISION_RECALL_MIN_DEN: 0.0613951, RECALL: 0.0597916, MAP: 0.0260558, MRR: 0.0544253, NDCG: 0.0404770, F1: 0.0250815, HIT_RATE: 0.1587173, ARHR: 0.0596572, NOVELTY: 0.0050856, AVERAGE_POPULARITY: 0.0171302, DIVERSITY_MEAN_INTER_LIST: 0.9964051, DIVERSITY_HERFINDAHL: 0.9996216, COVERAGE_ITEM: 0.5013282, COVERAGE_ITEM_CORRECT: 0.0287507, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0869007, DIVERSITY_GINI: 0.2183453, SHANNON_ENTROPY: 12.6554385, 
