
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 596, 'shrink': 627, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0801381, PRECISION: 0.0161109, PRECISION_RECALL_MIN_DEN: 0.0624311, RECALL: 0.0608008, MAP: 0.0266694, MRR: 0.0555762, NDCG: 0.0413157, F1: 0.0254689, HIT_RATE: 0.1611087, ARHR: 0.0608543, NOVELTY: 0.0050864, AVERAGE_POPULARITY: 0.0172518, DIVERSITY_MEAN_INTER_LIST: 0.9964396, DIVERSITY_HERFINDAHL: 0.9996251, COVERAGE_ITEM: 0.4994033, COVERAGE_ITEM_CORRECT: 0.0292666, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0884107, DIVERSITY_GINI: 0.2175889, SHANNON_ENTROPY: 12.6536135, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'topK': 868, 'shrink': 68, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0818859, PRECISION: 0.0162694, PRECISION_RECALL_MIN_DEN: 0.0635247, RECALL: 0.0619588, MAP: 0.0272308, MRR: 0.0569611, NDCG: 0.0421686, F1: 0.0257703, HIT_RATE: 0.1626945, ARHR: 0.0622885, NOVELTY: 0.0050782, AVERAGE_POPULARITY: 0.0170698, DIVERSITY_MEAN_INTER_LIST: 0.9966437, DIVERSITY_HERFINDAHL: 0.9996455, COVERAGE_ITEM: 0.5024909, COVERAGE_ITEM_CORRECT: 0.0296901, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0895432, DIVERSITY_GINI: 0.2224263, SHANNON_ENTROPY: 12.7014209, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 156, 'shrink': 216, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0865035, PRECISION: 0.0173762, PRECISION_RECALL_MIN_DEN: 0.0659537, RECALL: 0.0641549, MAP: 0.0283018, MRR: 0.0599746, NDCG: 0.0439184, F1: 0.0273433, HIT_RATE: 0.1737623, ARHR: 0.0660700, NOVELTY: 0.0050731, AVERAGE_POPULARITY: 0.0173758, DIVERSITY_MEAN_INTER_LIST: 0.9971911, DIVERSITY_HERFINDAHL: 0.9997002, COVERAGE_ITEM: 0.5474187, COVERAGE_ITEM_CORRECT: 0.0319461, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0941991, DIVERSITY_GINI: 0.2600255, SHANNON_ENTROPY: 12.9384420, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 289, 'shrink': 721, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0830857, PRECISION: 0.0166978, PRECISION_RECALL_MIN_DEN: 0.0646891, RECALL: 0.0630206, MAP: 0.0275786, MRR: 0.0575884, NDCG: 0.0427509, F1: 0.0263991, HIT_RATE: 0.1669780, ARHR: 0.0631435, NOVELTY: 0.0050756, AVERAGE_POPULARITY: 0.0172688, DIVERSITY_MEAN_INTER_LIST: 0.9968613, DIVERSITY_HERFINDAHL: 0.9996672, COVERAGE_ITEM: 0.5255900, COVERAGE_ITEM_CORRECT: 0.0305448, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0914307, DIVERSITY_GINI: 0.2407358, SHANNON_ENTROPY: 12.8127452, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'topK': 151, 'shrink': 950, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0864906, PRECISION: 0.0174292, PRECISION_RECALL_MIN_DEN: 0.0660207, RECALL: 0.0642017, MAP: 0.0283574, MRR: 0.0600681, NDCG: 0.0439794, F1: 0.0274117, HIT_RATE: 0.1742917, ARHR: 0.0661347, NOVELTY: 0.0050738, AVERAGE_POPULARITY: 0.0174147, DIVERSITY_MEAN_INTER_LIST: 0.9971848, DIVERSITY_HERFINDAHL: 0.9996996, COVERAGE_ITEM: 0.5474187, COVERAGE_ITEM_CORRECT: 0.0320308, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0944759, DIVERSITY_GINI: 0.2594079, SHANNON_ENTROPY: 12.9329749, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 390, 'shrink': 478, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0823515, PRECISION: 0.0164285, PRECISION_RECALL_MIN_DEN: 0.0633518, RECALL: 0.0616776, MAP: 0.0272883, MRR: 0.0571814, NDCG: 0.0421604, F1: 0.0259423, HIT_RATE: 0.1642847, ARHR: 0.0627728, NOVELTY: 0.0050778, AVERAGE_POPULARITY: 0.0172602, DIVERSITY_MEAN_INTER_LIST: 0.9967404, DIVERSITY_HERFINDAHL: 0.9996551, COVERAGE_ITEM: 0.5151723, COVERAGE_ITEM_CORRECT: 0.0299211, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0896439, DIVERSITY_GINI: 0.2317499, SHANNON_ENTROPY: 12.7563559, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 486, 'shrink': 286, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0814451, PRECISION: 0.0162853, PRECISION_RECALL_MIN_DEN: 0.0626630, RECALL: 0.0610396, MAP: 0.0270772, MRR: 0.0566339, NDCG: 0.0418188, F1: 0.0257082, HIT_RATE: 0.1628528, ARHR: 0.0621348, NOVELTY: 0.0050821, AVERAGE_POPULARITY: 0.0172781, DIVERSITY_MEAN_INTER_LIST: 0.9966545, DIVERSITY_HERFINDAHL: 0.9996466, COVERAGE_ITEM: 0.5076882, COVERAGE_ITEM_CORRECT: 0.0296285, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0890651, DIVERSITY_GINI: 0.2255672, SHANNON_ENTROPY: 12.7174005, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 970, 'shrink': 78, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0816615, PRECISION: 0.0161446, PRECISION_RECALL_MIN_DEN: 0.0628868, RECALL: 0.0613206, MAP: 0.0272742, MRR: 0.0569286, NDCG: 0.0420113, F1: 0.0255582, HIT_RATE: 0.1614463, ARHR: 0.0622119, NOVELTY: 0.0050820, AVERAGE_POPULARITY: 0.0171459, DIVERSITY_MEAN_INTER_LIST: 0.9965467, DIVERSITY_HERFINDAHL: 0.9996358, COVERAGE_ITEM: 0.4972474, COVERAGE_ITEM_CORRECT: 0.0294129, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.0889644, DIVERSITY_GINI: 0.2177975, SHANNON_ENTROPY: 12.6673703, 
