user_id,item_list
0,1447 4927 25878 13219 5161 15708 25075 6548 25582 13884
1,19089 23600 12409 19709 16630 20095 3165 19480 8894 8431
2,14353 2824 991 5566 4842 11548 13251 14792 20323 5396
3,22487 12462 9087 5412 16857 16086 3942 17820 12473 18569
4,9243 1611 13427 10997 18692 4927 11384 19704 9295 25804
5,8097 16172 17819 8322 7013 14706 7494 4257 12214 9301
6,25044 24383 23906 4824 14020 17252 3382 11578 14356 13167
7,17332 14682 4209 12181 13840 8104 3850 4314 21270 8499
8,25407 2426 1583 6878 6734 15691 10834 23154 10594 13711
9,17092 15782 9609 19792 5741 3699 25779 10132 13390 12375
10,3556 12906 19792 23361 22923 18751 17557 660 12375 20168
11,3220 22956 7856 4661 15586 12951 8488 8296 11726 3935
12,19291 2823 6235 2281 5447 1592 20211 24546 10380 8593
13,20969 11533 9992 6446 4213 25407 23154 3382 25133 10594
14,20644 3641 18499 11848 18500 21541 25407 16999 20918 18859
15,24546 21611 12643 6 19563 22817 17130 5076 8805 25766
16,7913 25585 17305 4502 7787 12258 14158 8175 21416 22611
17,19089 17723 9438 20146 5942 23778 25675 23600 16630 12409
18,18793 5032 12048 7267 20300 19190 13609 4936 15778 9769
19,2426 9555 15691 23154 10834 6327 10594 12818 1583 10981
20,6893 8606 14132 23465 18021 15398 1630 15234 9633 5078
21,23778 18788 3875 16803 24366 18901 13138 2646 19198 4224
22,6616 1668 11597 17899 9487 7331 10005 17368 23206 9824
23,6200 988 16496 17836 11293 6454 16577 17013 21806 23562
24,14291 13797 19480 4095 8935 20816 11730 19709 20108 11179
25,7115 12844 7405 983 10640 18574 12385 823 290 20656
26,23056 16245 10530 21975 19781 5633 18692 5717 11792 20496
27,8158 22270 5562 57 11706 17820 21527 5044 23628 14609
28,6551 23835 7920 8742 9220 2233 17847 8673 21523 22881
29,5193 14684 5765 25957 19874 23770 12356 5078 24914 7852
30,8544 21552 24621 11384 3835 9243 5717 22511 25491 20496
31,2001 13226 23651 19340 16793 22226 23468 17013 7363 10162
32,1573 18574 290 9620 10640 983 20656 5966 2643 7115
33,10269 25675 9438 12061 5942 22554 17409 10786 9851 23799
34,1959 1803 21624 19007 3966 24546 25839 17808 4738 21677
35,9620 9352 8914 12844 14826 15325 983 4035 24445 11830
36,25407 2426 1583 6734 15691 16928 22848 16906 9701 23141
37,1008 3647 3620 1639 19480 10009 14755 22404 10528 19957
38,1863 8560 13628 12061 4940 19822 21062 14385 21552 18080
39,2220 23816 2178 24122 7181 1812 8550 7321 21872 10134
40,22554 24075 25407 8097 5044 9438 20095 16630 15691 12923
41,17225 14266 17305 17322 19189 1682 6599 1041 8544 24410
42,20553 24070 18512 20321 12182 1020 13663 6612 15169 24209
43,3469 610 12696 21153 780 15536 12770 23854 4627 21468
44,17470 20520 23324 25185 7418 17374 8077 441 11576 5093
45,19525 19089 11658 19487 17723 7494 16948 24128 21049 6827
46,23536 13541 18190 11792 4620 6088 15459 19114 23711 3983
47,19326 4032 18852 21912 4738 19281 6369 7993 16124 11194
48,4781 13552 24985 13178 16893 5284 14684 19874 10626 21071
49,12585 25253 18549 5787 4302 23846 8904 9646 24664 24746
50,2426 9555 10594 1583 10834 7991 6734 12818 23141 7727
51,24075 25675 561 22554 5942 10845 942 6628 10269 416
52,13194 20199 7223 22056 23510 25009 11449 14767 18418 4502
53,17874 11115 17697 11134 10488 21008 22126 16790 1273 17339
54,3803 25675 7202 19401 20439 15564 19564 18293 22554 12923
55,15562 2122 22816 11361 13842 18131 16197 678 14009 4064
56,11741 10384 11987 3348 12742 20401 4638 5413 6267 14593
57,6049 25656 11378 24791 2436 75 2390 23136 16305 20445
58,5930 1259 11197 16577 306 625 12943 12601 11705 22324
59,8531 8841 11223 9005 23950 6544 10803 19668 2846 23042
60,13810 25526 3527 21611 762 20013 5101 25458 24546 16445
61,14378 8826 8914 6709 6446 9782 3646 1282 10653 9090
62,11527 16394 12759 10311 3775 8097 5952 12214 19948 23895
63,13424 13231 8654 3456 21051 557 7940 14488 13502 13729
64,23741 388 17723 6865 5491 11979 24300 12886 12347 1628
65,16850 19525 2182 11674 18959 22140 25255 24628 4682 8081
66,24075 19480 19089 7650 2533 10269 2097 2720 7494 17858
67,9615 9822 22057 5966 10480 4203 18844 18462 17668 17451
68,18190 2333 6088 5717 4620 23711 11792 3983 9029 9284
69,16993 14407 7583 25133 12509 16291 12897 14660 3384 13065
70,4390 4588 12254 14356 3812 10162 8990 10653 16991 22121
71,17565 11064 5094 17400 20857 1959 1621 19007 21349 21085
72,1863 2996 21552 22645 13541 23536 24075 8920 4940 19094
73,18419 4502 16439 19874 11923 22750 5185 22128 6309 16766
74,14104 24546 9520 21611 11623 25526 22622 16843 2005 1608
75,20108 21552 9339 19910 7639 8704 8251 11072 22511 23481
76,17877 25407 2426 15196 16577 15903 15691 6146 1583 9555
77,7117 10448 18980 25387 15377 5491 1720 13446 6865 4081
78,20431 2868 15327 19114 18190 5717 25030 6088 9029 10530
79,10269 9438 25675 5284 24985 5942 12061 22554 341 9851
80,21652 4257 21517 1001 11863 11064 4093 1449 24092 12035
81,24075 9851 12061 10786 18719 15323 22554 20532 17192 12568
82,10785 24075 19502 12110 21092 9087 17024 10959 12594 23427
83,2426 9555 23154 10594 16928 10834 1583 9446 7727 23141
84,20496 4620 9851 24410 7639 23127 20148 13219 23711 141
85,23774 3580 11533 5952 8860 25596 2478 4366 8984 20863
86,6446 8955 11951 16779 23039 20500 15161 13964 24635 19498
87,2001 23468 6446 23651 16577 2888 7049 18798 21021 3812
88,9851 10269 9438 8811 22554 18293 23711 7202 3803 19401
89,11785 21236 8070 22716 3701 25373 14826 9782 13514 8914
90,4620 5717 19480 921 3337 14978 18190 3348 5487 1447
91,25044 4824 22592 13020 25419 8529 4649 11848 24383 16758
92,12409 16630 2665 19480 20146 7494 19709 17723 23481 20095
93,10269 9438 25675 19152 12061 3513 9851 6835 15251 5763
94,13030 14373 3599 24561 6876 3983 23127 22483 11190 13541
95,14413 8593 5447 9526 11339 21264 19291 2281 10380 229
96,8529 5218 2995 19891 10294 18305 23331 15960 17920 17541
97,12554 19874 4502 24355 18419 20308 13850 19429 10418 10728
98,19874 24355 4502 17668 20308 17838 4257 5581 15234 8406
99,11623 7839 9135 5877 24546 21611 17130 23285 21248 19007
100,24355 24481 512 25479 15207 3877 24014 8063 18523 1258
