user_id,item_list
0,1447 25878 4927 13219 15830 12543 1256 9851 5085 20869
1,19089 23600 12409 19709 20095 3165 16630 19480 6198 8431
2,14353 2824 3164 5451 5566 4842 991 18790 16901 11764
3,22487 12473 20905 24093 3942 5412 18569 17820 16857 9087
4,9243 1611 11384 4927 13427 18692 19704 9578 14271 10997
5,8097 7494 17819 14706 16172 4257 7013 12214 25407 19874
6,25044 24383 23906 4824 14020 17252 14356 24994 3382 4774
7,4209 13840 8499 7646 3850 14682 17332 12181 19189 11300
8,25407 2426 6878 1583 23154 15691 6734 10834 13711 10594
9,9609 19792 10132 25779 3699 13390 15782 11905 16375 13944
10,3556 12906 11361 22923 23361 18751 23026 17557 19792 12375
11,3220 22956 7856 4661 12788 20876 8296 3935 12951 12890
12,2823 2281 1592 20211 19291 24546 10380 8593 5546 5447
13,20969 25407 11533 9992 6446 1770 11924 23154 23880 4213
14,18499 20644 3641 18500 11848 16999 20918 18859 7115 244
15,24546 17130 25766 12643 5709 12903 13433 6 22817 7839
16,7913 4502 17305 21416 8400 886 921 17514 12684 19874
17,9438 19089 20146 17723 25675 5942 2665 12061 16630 13118
18,5032 18793 12048 20300 7267 15778 13609 18649 9769 4936
19,2426 9555 15691 23154 10834 12818 7095 10981 1583 16928
20,15234 8606 15398 5925 5078 25957 25517 23465 13616 6893
21,18788 23778 16803 3875 24366 18901 13138 2646 4224 21786
22,6616 11597 9487 17899 1668 10005 7331 17368 23206 14583
23,6200 988 16496 17836 11293 16577 25018 7340 8574 7056
24,14291 19480 11730 14895 19709 20108 13310 16630 19910 22617
25,7115 12844 983 10640 823 7405 18574 25674 8131 9446
26,23056 21975 13707 10530 867 4927 18692 23711 16245 477
27,5044 8158 17820 57 5562 21527 14609 23628 6760 24484
28,6551 13424 2233 23056 8742 23835 7534 18864 3123 22881
29,14684 19874 5078 17668 25957 5193 4502 21428 5765 8667
30,8544 21552 24621 11384 3835 9243 5717 2868 4927 4966
