user_id,item_list
0,1447 4927 25878 13219 5161 6915 1560 12543 15708 6919
1,19089 23600 12409 20095 19709 6198 16630 12119 3165 19480
2,14353 2824 5451 5566 19515 3164 14275 11764 24195 25491
3,22487 3942 16857 12473 20905 17820 5412 18569 9087 16086
4,9243 13427 1611 10997 14271 9295 11384 22730 4927 17733
5,8097 16172 14706 17819 19152 21373 8322 7013 12214 11527
6,25044 24383 23906 4824 14020 17252 1282 10745 11578 3382
7,17332 14682 13840 8499 7646 12181 4314 19189 3850 8104
8,25407 2426 15691 10834 1583 6878 23154 10594 13711 6734
9,19792 9609 10132 15782 17092 13390 5741 811 3699 25779
10,3556 12906 19792 11361 9934 12375 22923 18751 20168 17557
11,3220 22956 4661 7856 15586 21262 12951 16175 11726 16099
12,19291 2281 2823 6235 5447 1592 20211 24546 7820 10380
13,20969 11533 9992 4213 1770 23154 25407 23880 10594 11924
14,3641 18499 20644 21541 18500 23309 11848 16999 20918 25649
15,24546 5076 19563 12643 5709 22817 12661 25766 6 175
16,7913 4502 17514 8400 921 21416 886 12684 17305 9018
17,19089 17723 20146 9438 23600 16630 12409 2665 19480 20404
18,5032 18793 7267 12048 20300 13609 19190 18649 15778 9769
19,2426 9555 15691 23154 6327 10834 10981 7095 1583 10594
20,8606 5078 6893 5925 25957 25517 23465 14132 18021 19907
21,23778 18788 3875 16803 24366 13138 18901 2646 4224 19198
22,1668 6616 11597 9487 17899 23206 7331 17368 14583 10005
23,6200 988 16496 17836 11293 16577 6454 14835 23562 17143
24,13797 14291 19480 8935 11179 1258 11730 4095 6551 14895
25,7115 7405 12844 983 10640 18574 20656 290 12385 2643
26,23056 21975 867 19781 16245 20496 25675 10530 12983 23711
27,5044 57 17820 24484 8158 6760 5562 21527 11706 14609
28,23835 13424 2233 6551 23020 8742 3123 3687 615 15071
29,14684 5193 8667 21428 19874 16688 5765 25957 23770 5078
30,8544 21552 24621 9243 3835 4966 22511 8920 11384 2868
31,2001 13226 23651 23468 16793 19340 10162 13593 6446 17013
32,18574 1573 9620 7115 5966 290 10640 983 20656 2643
33,10269 25675 9438 5942 12061 17409 22554 23799 25260 9851
34,1959 19007 23324 9520 1803 3966 16124 21624 24546 3477
35,9620 8914 14826 9782 12844 24445 15325 873 11830 8070
36,25407 2426 6734 1583 15691 16928 22848 9701 16906 17156
37,24075 10528 21932 19480 1639 1008 3620 10182 8439 4766
38,1863 8560 21062 13628 7266 4940 12061 8811 25736 1151
39,2220 2178 7321 21872 5497 23816 16648 16871 20820 24524
40,24075 5044 22554 8097 20095 25407 16630 15691 19709 10834
41,14266 17225 1682 17322 22100 19189 6599 9657 14456 21950
42,20553 24070 6612 13663 20321 1020 20544 18512 12182 16904
43,23854 15536 12696 8256 1184 12770 966 7615 8366 170
44,17470 5093 25185 23324 17374 11576 8475 20520 19886 25209
45,19089 19525 11658 17723 7494 24128 19487 2665 16948 8431
46,23536 13541 6088 11792 4620 15459 18190 22359 23711 3983
47,19326 18852 4032 21912 4738 7993 16124 6369 19281 11194
48,4781 13552 24985 16893 13178 5284 10626 13433 303 4115
49,12585 25253 18549 5787 4302 24746 8904 23846 23262 24940
50,2426 9555 10594 1583 10834 7991 6734 12818 7727 17156
51,24075 25675 10845 10848 561 4957 7494 6628 19389 22554
52,13194 22056 20199 11449 14767 25009 20375 2919 23510 3298
53,17874 11115 17697 21008 11134 10488 1273 22126 14396 16790
54,3803 25675 19401 7202 19564 18293 20439 16420 12923 15564
55,15562 2122 16218 11361 678 4064 16241 3058 16197 13138
56,11987 11741 5413 4638 3348 20933 10384 6267 2910 3668
57,25656 11378 6049 2436 24791 2390 75 12922 16413 12421
58,5930 1259 306 16577 10524 11197 10951 6047 12943 11705
59,8841 11223 8531 9005 23950 6544 19668 10803 2846 21793
60,3527 13810 175 6096 11774 23975 25458 25526 2241 762
61,8826 14378 6446 9090 1282 4390 8914 24948 10653 23682
62,11527 12759 10311 16394 3775 23895 12214 19150 5952 7350
63,13231 8654 13424 21051 3456 5905 13502 557 13789 7940
64,23741 20458 388 17723 6865 12104 24300 5491 11979 24285
65,11674 16850 18959 24628 2182 22140 8081 3840 10538 25255
66,19089 24075 2533 19480 7650 16083 25873 8431 11091 10786
67,9615 4203 17451 17668 19796 18574 5966 18263 22057 9822
68,6088 18190 2333 4620 5717 3983 11792 14373 23711 9315
69,25932 2317 7583 25133 12509 15124 13025 3264 1005 22798
70,4390 14356 22121 10653 4588 8990 25407 3812 10162 9992
71,17565 11064 17668 14684 5094 21085 24070 21349 17400 1621
72,1863 2996 21552 22645 8920 19094 4940 13541 24340 23536
73,4502 18419 15915 22750 11923 16439 5185 22128 18139 19086
74,14104 24546 1608 23624 22622 8152 20374 3834 7152 16481
75,20108 8251 9339 19910 11072 11730 7639 22511 8704 14593
76,25407 17877 15903 2426 16577 15196 10834 15691 25585 9555
77,7117 18980 4272 10448 1628 25387 471 15377 1720 4046
78,20431 2868 10530 15327 18190 6088 5717 3337 9029 25030
79,10269 9438 25675 5284 24985 22554 5942 341 13433 9851
80,21652 21517 1001 4257 11064 11863 1449 4093 921 24092
81,24075 12061 9851 17192 25068 20532 22617 22554 19393 15323
82,10785 21092 23427 7471 17024 8311 19502 24075 24472 6626
83,2426 9555 23154 10594 10834 16928 1583 7727 13711 23141
84,20496 24410 4620 20148 141 9851 13219 10191 23127 7639
85,23774 3580 11533 2478 5952 6708 8984 8860 25596 13503
86,6446 8955 15161 16779 11951 7564 13964 19498 15196 12601
87,2001 23468 6446 2888 18798 23651 16577 21021 7049 3812
88,9851 9438 8811 10269 22554 18293 23711 16268 19401 16321
89,11785 21236 8070 3701 14835 22716 8037 25373 10590 11830
90,4620 5717 921 18190 2665 3337 14978 19089 19480 11716
91,18949 4824 25044 8529 13020 11848 24383 22592 16758 25419
92,2665 19480 12409 16630 20146 19709 17723 7494 20095 23481
93,10269 19152 25675 9438 6835 13018 19864 7583 11133 17229
94,3599 13030 14373 21854 10788 23127 24561 11190 18545 772
95,14413 9526 8593 5447 11339 21264 2216 2281 19291 7820
96,8529 5218 2995 19468 3613 6698 19891 18305 23331 12719
97,12554 24355 4502 19874 19429 20308 18419 21428 18512 20553
98,24355 19874 17668 4502 20308 8406 5581 15234 19655 19879
99,9135 11623 7839 19007 25209 17130 14684 1959 19281 5877
100,15207 24481 16241 5227 25479 8063 24014 18523 1185 1258
101,21297 22554 1994 20325 4201 25347 8097 25675 7511 11649
