user_id,item_list
0,1447 25878 13219 4927 15830 6548 1256 9851 4518 12543
1,19089 23600 12409 20095 19709 16630 3165 19480 8894 8431
2,2824 3164 991 5451 14353 5566 14275 11764 13782 7849
3,22487 12473 3942 20905 24093 24075 16857 18569 17820 5412
4,1611 9243 13427 10997 14715 9578 4927 11384 11076 10979
5,8097 14706 7494 17819 21538 16172 15150 7013 19152 23086
6,25044 4824 23906 24383 14020 17252 24994 3382 14356 4774
7,13840 17332 8499 3850 7646 14682 24134 12181 21019 4209
8,25407 2426 23154 1583 6878 6734 10594 13711 10834 15691
9,10132 19792 9609 25779 3699 15782 13390 11905 9139 14338
10,3556 12906 13280 11361 19792 12375 18751 17557 4191 15195
11,3220 22956 4661 7856 8296 20876 3935 12951 12890 21266
12,19291 2281 2823 5447 1592 2016 10380 6235 8593 20211
13,20969 25407 11533 9992 6446 23154 11924 3382 19468 4213
14,3641 18499 20644 18500 11848 25407 16793 16999 20918 22617
15,22817 5709 12643 19563 12903 4025 12065 3722 25766 17130
16,7913 4502 17305 19874 14158 8175 9018 14137 21909 17514
17,20146 17723 20404 9438 23844 7030 19480 12409 19577 19089
18,5032 18793 12048 20300 7267 15778 9769 13609 18649 22385
19,2426 15691 9555 23154 10834 10594 12818 1583 7095 6734
20,15234 15398 25957 25517 13616 5078 23465 5925 8606 19907
21,18788 23778 16803 24366 3875 4224 2646 18901 21786 12344
22,9487 6616 1668 11597 17368 20911 17899 14583 20163 7331
23,6200 16496 988 17836 11293 16577 6454 23562 14835 17143
24,14291 19480 13797 11730 14895 20108 19709 19089 19910 9339
25,7115 983 10640 12844 823 7405 290 18574 12385 1573
26,23056 4927 18692 16245 21552 10530 11792 8544 9591 13707
27,5044 17820 57 8158 5562 14609 21527 6760 24484 6208
28,6551 23056 2233 13424 23127 8742 23835 12511 19898 17043
29,5078 25957 14684 5193 21428 17668 8667 5765 23770 19874
30,8544 21552 24621 11384 3835 5717 9243 4966 8920 25662
31,2001 13226 23651 19340 16793 23468 6446 13593 22226 13081
32,1573 18574 9620 7115 290 10640 5671 20087 5966 22010
33,10269 25675 9438 12061 5942 22554 9851 23799 10786 13118
34,1803 1959 19007 377 3966 21624 5446 21677 1700 17808
35,9620 12844 23430 823 12719 7355 9863 13078 24295 11830
36,2426 25407 6734 15691 1583 16928 23133 8886 22848 16906
37,19480 10528 19524 24075 14163 10009 3647 1639 8439 24748
38,1863 8560 4940 21062 14385 25846 13628 21552 19822 18122
39,7321 2178 2220 23816 20820 16871 6139 5497 21872 16648
40,22554 24075 5044 25407 12923 20146 8097 9438 10834 22445
41,17322 14023 6599 8544 19674 20079 1682 11453 24410 3417
42,20553 6612 13663 24070 24209 13870 11091 16630 15169 20095
43,15536 1184 170 7615 12770 23854 20040 12696 13680 552
44,17470 5093 8475 23324 25209 16473 11576 1205 25185 9438
45,19089 7494 11658 17723 19525 16630 8431 8894 2665 21049
46,23536 4620 9029 13541 3983 6088 15459 22359 11792 5672
47,4032 21912 19326 19281 18852 16124 4738 6369 7993 11514
48,4781 13552 16893 13178 24985 5284 14867 303 14484 14684
49,12585 25253 18549 5787 4302 24940 13970 24141 9646 13409
50,2426 9555 10594 1583 10834 6734 12818 23141 13711 7991
51,24075 25675 4957 1516 7964 22554 7494 942 11900 10845
52,24355 13194 20553 8268 4502 20199 14767 14684 25009 5467
53,18499 11115 17874 17627 8529 20497 23761 22126 14396 21008
54,25675 3803 7202 19401 18293 22554 9438 19564 15564 24075
55,15562 3058 9243 4064 10910 16218 10601 2122 4809 17801
56,3668 11741 11987 5413 10384 12742 3348 18351 13764 20401
57,25656 11378 24791 2436 6049 2390 75 18076 18026 1412
58,5930 16577 11197 306 10524 625 12601 1259 6047 12943
59,11223 8531 8841 9005 6544 23950 10803 19668 2846 21793
60,3527 13810 4229 762 25458 12483 6096 19007 19281 175
