user_id,item_list
0,25878 1447 13219 4927 15708 1560 12543 2607 5161 1256
1,19089 23600 12409 19709 16630 20095 3165 6198 12119 19480
2,14353 5566 5451 2824 19515 3164 11764 14275 25491 991
3,16086 22487 16857 10689 9087 7471 1651 17820 12157 12462
4,9243 13427 1611 11384 9295 14271 25804 14715 10997 4927
5,8097 16172 14706 17819 4257 7494 7013 19152 21538 12214
6,25044 24383 23906 4824 14020 3382 17252 14356 13167 4774
7,17332 13840 14682 12181 4314 3850 8104 7646 8499 21270
8,25407 2426 15691 10834 6878 1583 18392 13711 25138 23154
9,17092 15782 19792 9609 3699 5741 25779 10132 13390 12375
10,3556 12906 19792 12375 22923 17557 23361 20168 18751 1302
11,3220 4661 22956 15586 14310 7856 16175 21262 12133 11726
12,19291 6235 2281 2823 5447 1592 5546 10380 8593 20211
13,20969 11533 3382 9992 10594 23154 6446 4213 23880 23430
14,20644 3641 18499 11848 21541 18500 23309 18859 21099 7115
15,24546 12643 22817 17130 5709 25766 5076 6 8805 12903
16,7913 4502 17305 19874 14158 25585 14137 8175 9209 8400
17,23778 7245 9358 14033 24402 18788 15150 23844 17723 23204
18,5032 18793 12048 7267 20300 13609 19190 4936 18649 9769
19,2426 9555 6327 15691 23154 10834 10981 10594 1583 16928
20,8606 5078 6893 25957 14132 25517 5925 23465 25446 15234
21,23778 18788 3875 16803 24366 19198 4224 18901 2646 12344
22,6616 1668 9487 11597 17899 17368 20163 7331 14583 23206
23,6200 16496 988 11293 17836 6454 16577 14835 23562 9017
24,13797 14291 19480 11730 9664 19709 14895 20108 19524 20686
25,7405 7115 12844 983 10640 12385 16844 18574 290 16295
26,23056 20496 21975 16245 23711 19781 4055 11792 5633 867
27,57 17820 5044 8158 6760 24484 21527 5562 11706 22270
28,23835 6551 13424 2233 23020 3123 8742 8678 3687 17847
29,14684 5193 5765 23770 5078 21428 8667 16688 12356 13485
30,8544 21552 24621 3835 11384 4966 9243 22511 8920 1863
31,2001 13226 23651 19340 16793 22226 23468 10162 17013 6446
32,1573 18574 9620 290 10640 983 7115 5966 20656 2643
33,10269 25675 9438 17409 5942 12061 22554 23799 9851 25260
34,1803 1959 19007 21624 3966 377 23324 4168 17808 21677
35,9620 12844 9352 14826 15325 8914 23430 24445 11830 22023
36,25407 2426 15691 6734 1583 16928 22848 23141 16906 17156
37,19480 3647 10528 10009 3620 1639 19524 14755 24075 1008
38,1863 8560 21062 7266 4940 13628 12061 8811 1151 19822
39,23816 2220 21872 8550 24122 8991 7181 2178 11743 1114
40,24075 5044 8097 22554 20095 25407 16630 15691 22445 10834
41,14266 17225 1682 17322 6599 22100 1041 19189 141 3871
42,20553 24070 6612 12182 18512 20321 1020 13663 20544 18930
