user_id,item_list
0,1447 25878 4927 5085 13219 15830 20869 12543 19652 19062
1,19089 23600 12409 19709 3165 20095 16630 19480 8431 8894
2,2824 4842 19515 13417 14353 1007 14031 3164 8374 11889
3,22487 12473 5412 18569 4175 20905 24093 17820 6649 3942
4,9243 1611 11384 18692 19704 13427 4927 11067 9007 11796
5,8097 7494 17819 12214 14706 4257 7013 11535 19709 16172
6,24383 25044 23906 4824 14356 24994 13102 14020 3382 17252
7,4209 13840 19189 3850 7646 8499 17332 22862 14682 1467
8,25407 2426 6878 15691 1583 23154 10834 18392 10594 6734
9,9609 19792 25779 23600 13615 13944 3699 10132 15562 13390
10,3556 12906 22923 23361 12375 18751 11361 19792 20168 13426
11,3220 22956 7856 4661 20876 3935 12951 12788 15586 1469
12,2823 2281 1592 20211 5546 24546 19291 18790 10380 19114
13,20969 25407 6446 11533 9992 17229 22121 19468 1770 12601
14,18499 20644 11848 3641 18500 7115 18859 21375 13887 16728
15,17130 24546 12643 25766 12230 12903 4025 22817 7839 9520
16,7913 4502 9018 17305 14158 21416 886 14137 21909 8400
17,9438 19089 20146 17723 5942 25675 12061 13118 19480 16630
18,18793 5032 12048 20300 7267 15778 9769 13609 4936 22385
19,2426 9555 15691 23154 10834 1583 12818 16928 10594 7991
20,15234 15398 23465 13616 8606 25517 5078 25957 6893 19907
21,18788 23778 16803 3875 24366 18901 2646 4224 13138 21786
22,6616 11597 9487 17899 1668 10005 14583 9824 7331 23206
23,6200 988 16496 17836 11293 16577 25018 17143 8574 21806
24,14291 19480 11730 13310 16630 20108 14895 19910 19709 8704
25,7115 12844 983 823 10640 8131 7405 18684 17884 18574
26,21975 18692 13707 10530 23056 11067 19781 4927 1611 867
27,8158 5044 17820 5562 57 23628 21527 14684 14609 3572
28,6551 23056 2233 12511 23835 8742 9445 3123 25736 3376
29,14684 19874 17668 5078 4502 24355 25957 5193 10418 2835
30,8544 21552 11384 24621 9243 3835 2868 4927 1398 21975
31,2001 13226 19340 23651 16793 22226 23468 6446 10162 17013
32,1573 9620 18574 290 7115 10640 983 5671 20656 20087
33,10269 25675 9438 5942 12061 22554 9851 10786 17409 23799
34,1803 1959 21677 5446 21624 19007 17808 377 17323 23324
35,9620 12844 823 8914 11830 23430 14826 15325 24577 24739
36,25407 2426 15691 6734 1583 16928 16906 22848 23133 22651
37,19480 19524 3647 10528 14163 3165 10009 1639 17746 25740
38,1863 8560 12061 24075 13628 4940 25846 180 21552 21062
39,2220 21872 6139 20820 16871 5497 16648 24524 21326 15666
40,24075 22554 5044 25407 9438 16630 8097 15691 20146 10035
41,8544 17322 14023 19189 24410 21213 6599 17305 6480 1682
42,20553 6612 7494 13663 16630 20095 24209 11533 11091 19089
43,3469 610 25491 780 3835 7507 5466 16957 21153 4320
44,17470 8475 23324 25209 16473 5093 1205 9520 20239 24839
45,11658 19525 7494 19089 17723 25873 8894 24128 21049 2665
46,23536 13541 4620 18190 11792 23711 19114 6088 15459 9029
47,18852 21912 4032 19326 19281 4738 16124 7993 6369 11514
48,14684 13552 19874 4781 24985 5284 16893 24355 10418 13178
49,12585 25253 18549 5787 4302 24940 13970 24141 9646 24746
50,2426 9555 10594 1583 10834 7991 6734 12818 17156 7727
51,24075 25675 7494 10269 5942 22554 25693 16195 20022 4957
52,24355 13194 4502 20553 20199 25009 8268 14767 25013 6329
53,11115 17874 8529 18499 17697 21008 18404 5763 14396 10488
54,3803 25675 7202 19401 19564 18293 20439 15564 22554 9438
55,15562 4064 13138 19854 2122 14009 7934 678 9243 17570
56,11741 12742 11987 10384 3668 5413 20933 20401 2910 3348
57,25656 11378 24791 75 2390 2436 6049 18076 18026 1412
58,16577 5930 11197 12601 306 625 12943 22731 3913 22324
59,8531 11223 8841 9005 10803 19668 6544 23950 23042 12026
60,13810 762 19007 6096 16843 8002 12087 25458 2237 175
61,8826 24747 14378 6446 7115 24948 17346 9782 9364 870
62,16394 10311 11527 12759 12214 8097 8675 19948 12914 7350
63,13231 3456 21051 8654 13424 7940 5905 14488 13502 24797
64,23741 388 20458 24300 12347 5810 14401 2427 17723 21106
65,16850 19525 2182 8081 18959 16416 8587 2364 11873 4156
66,2533 19089 24075 12061 16083 8431 10269 19480 17858 7650
67,9822 18574 5966 18462 91 19796 17451 21813 15615 9615
68,2333 18190 6088 5717 11792 3983 23711 4620 9029 19114
69,7583 15124 10919 25932 12509 2317 3264 1005 21573 7371
70,4390 8990 22121 3812 10162 14356 15691 4588 10653 5044
71,11064 17400 18778 2940 25924 21052 1621 14684 21085 17565
72,1863 24075 21552 2996 22645 25675 4940 13541 19094 9851
73,4502 18419 19874 16394 14684 10073 15915 5185 25586 22128
74,14104 24546 9520 22622 1608 8152 11107 21505 25209 11576
75,20108 9339 19910 11072 8251 8704 11730 22511 15830 21379
76,25407 17877 2426 10834 16577 15691 8249 9555 4257 17070
77,24075 25387 7117 7494 20083 5942 25675 8610 471 14684
78,20431 2868 15327 5717 19114 6088 18190 3337 9029 2333
79,10269 9438 25675 5284 12061 22554 9851 24985 5942 341
80,21652 4257 11863 21517 1001 24092 4314 12035 24978 11546
81,24075 12061 9851 22554 10786 10269 5942 19393 4796 3176
82,10785 24075 19502 22524 8311 23427 1535 7471 5825 17024
83,2426 9555 23154 16928 10594 10834 1583 17156 7727 13711
84,20496 23711 23127 9851 4620 141 12061 7639 21854 10191
