user_id,item_list
0,13884 25878 10698 1560 2607 6919 16510 1256 20552 13219
1,19089 23600 12409 6198 19709 12119 3165 16630 20095 8431
2,14353 19515 5566 13782 5451 14275 25653 11764 19881 12684
3,10689 7471 16086 15125 16857 9479 1651 9087 24022 25476
4,11384 1611 14715 13427 867 23113 9243 11731 3290 13864
5,8097 15150 16172 17819 22517 19152 9301 7494 14706 9039
6,5808 14020 24383 24801 25044 23906 4166 11281 4824 10838
7,17332 13840 14682 3850 12181 4228 4314 8499 13360 24134
8,2426 6878 25407 10834 15691 25138 21123 18392 17156 1014
9,15782 17092 3699 5741 19792 25779 20959 10263 9609 14191
10,3556 12906 10045 1302 4462 20036 24567 4599 9878 4848
11,3220 4661 22956 15586 14310 21262 16175 12951 13582 7856
12,6235 19291 5447 7903 5546 16212 3761 2823 1150 10380
13,20969 22972 11838 13293 4868 8551 14354 405 5816 15358
14,3641 20644 21541 18499 555 5109 25649 12584 11848 6263
15,22817 8702 12065 5709 3582 19466 13810 12643 5360 22756
16,25585 19622 12258 18722 17468 15015 20103 25499 7787 19165
17,9438 19089 20146 17723 5942 12409 16630 2665 8894 25675
18,18793 19190 13609 23697 5032 12048 23328 4936 20333 20300
19,2426 6327 15691 9555 23154 10834 16928 9322 1583 10594
20,6893 8606 14132 9633 1630 18021 18582 19209 5395 21547
21,23778 24366 18788 3875 19198 16803 4224 12344 25189 2646
22,9487 1668 6616 11597 13756 256 4733 14583 24144 17368
23,6200 988 25018 21806 20691 22680 6259 7307 12765 16496
24,13797 4095 9025 1613 14291 8935 25695 9664 25520 12790
25,7405 12385 16844 7115 10640 12844 983 13792 290 4304
26,16245 5633 4055 17665 15463 9602 23056 21975 13654 24167
27,22270 21527 11706 18778 17820 15709 24346 20383 8158 23628
28,23835 8678 8742 18864 10227 6551 6300 8673 9220 21523
29,12356 16538 5193 23770 14684 24914 7852 13485 4864 8252
30,8544 11384 21552 3835 25491 2868 23666 24621 5487 5746
31,2001 13226 19340 24887 7363 5225 23593 15489 6249 2502
32,18574 290 9620 1573 24739 13868 17884 4304 24295 5715
33,10269 9438 25675 17409 5942 22554 12061 9851 23799 10786
34,19007 21624 13343 377 21671 1803 25839 3658 17180 12869
35,9620 22182 6050 16844 12844 8186 11830 9352 8914 14517
36,2426 25407 15691 16928 6734 1583 22651 18392 16906 22848
37,3647 5119 1639 11036 14755 21563 24873 19957 3620 9589
38,1863 7266 1151 8560 13628 12061 21799 4940 25846 18080
39,23816 24122 4554 18372 4829 8991 23050 25239 9221 10134
40,22554 24075 9438 5044 25407 25260 8097 20095 15691 16630
41,15309 11453 14266 10336 6480 24422 9047 17322 9081 25505
42,12182 24070 1020 20321 18930 18512 11091 13663 16630 3384
43,23854 15536 12696 8256 966 8366 1184 12770 170 7615
44,20520 17470 23324 25185 1413 7418 17374 24653 16092 441
45,19525 16948 19487 25873 21049 11658 7494 17723 7896 6827
46,23536 11792 13541 18190 9029 4620 15459 23711 19114 6088
47,19326 16124 4032 7993 4738 21912 14114 14521 11194 22622
48,4781 16893 13552 13178 14867 13108 13170 10626 25365 21790
49,4302 12585 8904 23846 9646 25253 24664 14638 24940 23262
50,2426 9555 7991 10594 6734 1583 7727 10834 6327 12818
51,24075 25675 5942 10845 7494 10269 22554 561 15564 7964
52,13194 23510 7223 14767 20199 18418 22056 11449 6253 24270
53,17874 11115 17697 10488 11134 22126 1273 23761 17627 21008
54,3803 19564 25675 19401 7202 18293 15564 20439 19935 22554
55,2122 14009 678 22816 13842 19786 10096 17570 967 6017
56,11987 5413 11741 3668 6267 7203 17079 8543 8277 10384
57,25656 11378 23136 24791 6049 2436 2390 75 18076 636
58,1259 10951 306 10524 5930 5495 3913 21390 18022 7705
59,11223 2846 8531 23950 6544 9005 8841 11867 2253 13673
60,5101 13810 2241 13319 24140 14314 20013 23277 9729 762
61,8914 19253 14162 11581 18413 9830 9090 3321 3092 11879
62,11527 10311 12759 16394 12714 24138 15800 23895 4481 22079
63,21051 8654 2760 557 24256 9223 24797 5982 5905 25327
64,23741 388 12561 14954 3858 8212 20204 11605 15350 5431
65,1628 1974 22140 4682 18959 22235 479 16259 8081 24282
66,2533 7650 16083 20044 19089 19480 12389 20807 12061 21799
67,17226 9615 17668 7832 4299 14203 1017 22674 570 12109
68,6088 2333 18190 11792 14373 3983 5717 9337 23711 10142
69,16993 7371 14905 25480 25133 14407 25769 24637 14666 20016
70,4588 11281 4390 14338 6913 8990 25545 18222 13703 3812
71,17565 11064 5094 13724 4280 2269 24070 18101 12331 5075
72,1863 24075 21552 2996 7266 25675 4940 12061 6088 13628
73,11923 6309 7698 22218 9008 21052 11253 343 15243 5380
74,7152 23624 1608 22172 20374 16481 25526 14104 5180 18502
75,20108 15447 8251 9339 19480 15830 19910 5080 3567 17936
76,17877 25407 2426 8249 10834 9701 22010 15691 17070 9683
77,14753 10448 13263 4046 10295 7117 24075 1720 48 8610
78,20431 15327 25030 2868 5717 11521 19114 18190 18872 16576
79,10269 9438 25675 22554 5284 12061 9851 5942 10786 24985
80,21652 11064 1449 21517 1001 12393 21232 22838 21783 14733
81,24075 12061 22554 9851 10786 11792 5717 10269 23127 18719
82,17024 10409 707 5934 10785 7471 5825 12594 21888 3919
83,2426 9555 7727 23154 10834 16928 10594 6327 9446 1583
84,20496 23127 4620 12061 23711 9851 9284 9029 7639 2300
85,23774 2478 8860 3580 11533 495 15976 6995 25769 24278
86,8955 13964 20500 6446 22207 4860 5479 1091 24343 19347
87,23468 1303 2888 14378 21021 6446 7049 2679 18798 2001
88,9851 10269 8811 9438 22554 21854 18293 13363 25071 19401
89,22716 21236 11557 8070 11785 3701 679 16935 23920 8249
90,4620 2665 18190 2333 22804 9851 12341 19480 5717 19089
91,16248 14129 12494 24841 24561 19078 20573 16976 562 12544
92,2665 12409 16630 19480 17723 11618 19709 7494 20146 20095
93,10269 19152 9438 25675 12061 9851 3513 22554 6835 10786
94,3599 13030 11190 14373 3804 6876 22646 3983 24561 772
95,11339 5447 14413 6235 19291 22387 21264 61 8593 1150
96,18305 19891 18644 19526 3867 2995 5218 19468 15960 14814
97,4502 19874 24355 18419 12554 16394 10418 20308 10728 13850
98,24355 19874 4502 16394 8406 19879 17838 17668 4257 20308
99,7839 9135 18547 4738 5877 6718 17808 22116 17723 24546
100,11112 16408 20081 8542 15207 11605 5227 18262 20610 23542
101,22554 15703 18890 5452 19526 7511 4201 1994 16208 9297
