user_id,item_list
0,15830 1447 4927 9851 477 10817 17394 12782 20869 8430
1,19089 20095 23600 12409 19480 24075 5044 19709 25407 16630
2,19899 20928 25489 6662 18790 11548 6242 17336 5396 22230
3,22487 3942 24075 12473 20905 19572 11681 11679 14446 6649
4,14271 4927 1611 9243 17024 9295 10979 24472 18632 10997
5,8097 25407 7494 19089 19874 8322 24355 4257 20095 5078
6,25044 24383 4824 23906 8894 15137 3656 14640 3397 1282
7,4209 2049 18359 11076 23568 7398 21278 17336 22001 14266
8,25407 6734 13711 23154 2426 10594 1583 24069 6878 15691
9,10132 9609 5416 14038 13944 7991 811 23608 4795 18599
10,3556 13280 12906 11361 10151 13016 8272 4996 25036 17181
11,7856 2957 15542 25621 654 22956 8502 25250 21630 16099
12,11764 2016 2823 1592 2281 24546 20211 19007 3469 23799
13,20969 11924 4213 20851 11533 16535 1770 9992 2118 2888
14,18500 18499 16999 20918 244 22617 19103 21099 12254 23309
15,11737 13433 24546 9520 5076 13747 22622 12903 11702 14964
16,4502 7913 12684 21416 921 886 8400 17514 17305 19874
17,19089 25675 9438 17723 12061 20146 19480 5942 22121 20095
18,5032 18793 12048 18649 20300 7267 9769 15778 22356 22903
19,15691 2426 9555 23154 10834 7095 12818 1583 10594 10981
20,5925 15234 18419 9018 25957 13616 23465 15398 5078 16529
21,16803 18901 3875 18788 23778 13138 21139 6298 7196 18510
22,20911 20163 6616 11597 19350 10005 17899 3689 23206 7331
23,16577 16496 988 6200 17836 11293 15457 6454 23562 14835
24,19480 14291 6760 10786 18266 10446 11730 17819 3570 11287
25,7115 983 19600 18574 10640 9446 12844 1573 2643 17208
26,23056 4067 9278 10796 16176 10715 13730 13305 10155 867
27,5044 57 15903 17820 14609 14684 18122 8064 6760 16188
28,13424 6551 18998 17043 23056 9445 12511 9243 21275 23020
29,14684 19874 25957 16100 5078 5765 17276 17668 21428 4502
30,8544 21552 19893 24621 4966 8920 25662 4927 1258 11384
31,2001 13226 23651 13593 13081 23468 13314 16793 11569 9312
32,1573 18574 5671 9789 9620 7115 10640 5966 22171 823
33,10269 25675 9438 12061 22554 5942 9851 25260 10786 19089
34,15240 22997 1959 23324 14413 1803 9520 3477 14300 12547
35,9620 12719 23430 1895 16641 14272 13508 9863 13078 9437
36,25407 2426 15691 1583 6734 22848 9701 23141 12818 16928
37,24075 10528 8439 18456 19480 2932 21660 21932 10182 13899
38,1863 21062 8560 24075 4940 6610 25736 13628 4511 18331
39,2178 7321 2220 20820 21872 16871 5497 16648 6139 21326
40,24075 22554 9438 25407 5942 8097 5044 22445 10834 20146
41,14266 8544 24410 14023 1865 992 24733 2271 21342 2436
42,20553 6612 24209 25407 19089 7494 13663 20544 4502 16630
43,3469 11987 610 9284 5717 3835 3668 24075 25491 780
