user_id,item_list
0,1447 25878 4927 1560 1256 13884 9742 19652 15830 909
1,19089 23600 12409 20095 19709 16630 3165 19480 8894 8431
2,14353 19515 5566 5451 2824 3164 13782 14275 20928 19881
3,22487 12473 16857 3942 17820 12462 20905 10689 9087 16086
4,1611 11384 9243 13427 4927 19704 11796 18692 11067 9295
5,8097 17819 7494 16172 8322 9301 19152 19709 15150 12214
6,24383 25044 23906 4824 14020 14356 1282 10745 19166 4774
7,17332 14682 12181 13840 3850 7646 8499 4314 24134 19189
8,25407 15691 2426 10834 1583 6878 10594 23154 13711 6734
9,19792 15782 17092 9609 10132 25779 5741 3699 20959 11905
10,3556 12906 23361 18751 17557 12375 11361 22923 23026 20168
11,3220 22956 4661 7856 15586 12951 12890 20876 23403 3935
12,2823 19291 5447 1592 6235 2281 10380 8593 5546 20211
13,20969 25407 6446 11533 9992 1770 4213 23880 3382 23154
14,3641 20644 18499 21541 18500 18859 16793 23309 20918 16999
15,24546 22817 12643 17130 25766 5709 9976 12230 12903 5076
16,7913 4502 21416 17514 921 8400 886 12684 25585 19874
17,9438 19089 25675 17723 5942 20146 12061 16630 23600 19480
18,18793 5032 7267 12048 20300 15778 9769 13609 7448 18649
19,2426 9555 15691 23154 10834 10594 1583 12818 7095 10981
20,8606 6893 15234 23465 15398 25957 25517 13616 5925 14132
21,23778 18788 3875 16803 24366 4224 19198 18901 4919 2646
22,9487 6616 11597 1668 23206 17899 7331 17368 10005 14583
23,6200 988 16496 17836 11293 16577 6454 23562 17143 14835
24,13797 14291 19480 11730 14895 4095 8935 20108 19709 16630
25,7115 12844 7405 983 10640 12385 17884 823 290 25674
26,867 21975 23056 19781 10530 18692 4055 13707 12983 11067
27,17820 5044 8158 57 21527 5562 24484 6760 23628 3572
28,23835 6551 2233 9220 13424 8678 8742 8673 18864 1673
29,14684 19874 5193 5078 17668 25957 23770 4502 12356 24355
30,8544 21552 11384 24621 3835 9243 2868 4927 23258 23666
31,2001 13226 23651 16793 19340 6446 23468 13593 22226 7363
32,18574 9620 1573 290 10640 983 7115 16295 5966 2643
33,10269 25675 9438 5942 12061 9851 22554 10786 23799 17409
34,1959 1803 19007 9520 25839 3966 12230 377 5446 21624
35,9620 11830 12844 8914 9782 11784 14826 22023 5474 24948
36,25407 2426 15691 6734 1583 16928 16906 17156 23141 22848
37,19480 1639 19524 24075 10528 3620 10009 21932 3165 3647
38,1863 8560 12061 21062 24075 4940 13628 7266 180 14385
39,23816 2178 2220 21872 7321 24524 24122 16871 20820 5497
40,24075 22554 25407 5044 9438 8097 15691 20095 16630 19709
41,17322 14266 1682 21213 17225 19189 6599 14023 25505 18150
42,20553 7494 6612 13663 24070 16630 12182 1020 20321 20095
43,23854 15536 12696 8256 1184 966 8366 12770 20040 7615
