
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 611, 'shrink': 694, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.23272997759906994, 'tversky_beta': 0.7401004688000684} - results: ROC_AUC: 0.1664580, PRECISION: 0.0351472, PRECISION_RECALL_MIN_DEN: 0.1248519, RECALL: 0.1207940, MAP: 0.0574278, MRR: 0.1220712, NDCG: 0.0866900, F1: 0.0544505, HIT_RATE: 0.3514720, ARHR: 0.1400614, NOVELTY: 0.0049063, AVERAGE_POPULARITY: 0.0862976, DIVERSITY_MEAN_INTER_LIST: 0.9882433, DIVERSITY_HERFINDAHL: 0.9988069, COVERAGE_ITEM: 0.4469220, COVERAGE_ITEM_CORRECT: 0.0447507, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1872908, DIVERSITY_GINI: 0.1566298, SHANNON_ENTROPY: 11.8021784, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 969, 'shrink': 343, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5387723724940516, 'tversky_beta': 1.393690080940365} - results: ROC_AUC: 0.1655089, PRECISION: 0.0351185, PRECISION_RECALL_MIN_DEN: 0.1250663, RECALL: 0.1210869, MAP: 0.0566404, MRR: 0.1202983, NDCG: 0.0860797, F1: 0.0544450, HIT_RATE: 0.3511847, ARHR: 0.1383362, NOVELTY: 0.0049796, AVERAGE_POPULARITY: 0.0685120, DIVERSITY_MEAN_INTER_LIST: 0.9923628, DIVERSITY_HERFINDAHL: 0.9992187, COVERAGE_ITEM: 0.4567161, COVERAGE_ITEM_CORRECT: 0.0473224, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1874418, DIVERSITY_GINI: 0.1699325, SHANNON_ENTROPY: 12.0880452, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 287, 'shrink': 799, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4427488802925369, 'tversky_beta': 1.2539405203312621} - results: ROC_AUC: 0.1685839, PRECISION: 0.0362487, PRECISION_RECALL_MIN_DEN: 0.1279671, RECALL: 0.1237354, MAP: 0.0583902, MRR: 0.1244090, NDCG: 0.0884554, F1: 0.0560702, HIT_RATE: 0.3624865, ARHR: 0.1433107, NOVELTY: 0.0049185, AVERAGE_POPULARITY: 0.0838360, DIVERSITY_MEAN_INTER_LIST: 0.9892924, DIVERSITY_HERFINDAHL: 0.9989118, COVERAGE_ITEM: 0.4712454, COVERAGE_ITEM_CORRECT: 0.0470606, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1911665, DIVERSITY_GINI: 0.1731510, SHANNON_ENTROPY: 11.9606446, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 211, 'shrink': 87, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6380989025869497, 'tversky_beta': 1.3857319088406448} - results: ROC_AUC: 0.1649598, PRECISION: 0.0359730, PRECISION_RECALL_MIN_DEN: 0.1275335, RECALL: 0.1234106, MAP: 0.0569538, MRR: 0.1204293, NDCG: 0.0868804, F1: 0.0557057, HIT_RATE: 0.3597297, ARHR: 0.1393511, NOVELTY: 0.0050820, AVERAGE_POPULARITY: 0.0507200, DIVERSITY_MEAN_INTER_LIST: 0.9959736, DIVERSITY_HERFINDAHL: 0.9995798, COVERAGE_ITEM: 0.5425910, COVERAGE_ITEM_CORRECT: 0.0540366, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1893796, DIVERSITY_GINI: 0.2381121, SHANNON_ENTROPY: 12.7091271, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 759, 'shrink': 517, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5107141744210975, 'tversky_beta': 0.9720749362214067} - results: ROC_AUC: 0.1671847, PRECISION: 0.0353059, PRECISION_RECALL_MIN_DEN: 0.1251801, RECALL: 0.1211454, MAP: 0.0573383, MRR: 0.1225679, NDCG: 0.0868395, F1: 0.0546764, HIT_RATE: 0.3530590, ARHR: 0.1405817, NOVELTY: 0.0049505, AVERAGE_POPULARITY: 0.0741335, DIVERSITY_MEAN_INTER_LIST: 0.9911608, DIVERSITY_HERFINDAHL: 0.9990986, COVERAGE_ITEM: 0.4547372, COVERAGE_ITEM_CORRECT: 0.0464909, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1883226, DIVERSITY_GINI: 0.1656967, SHANNON_ENTROPY: 11.9952332, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 532, 'shrink': 481, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3473528470573078, 'tversky_beta': 1.507599812204102} - results: ROC_AUC: 0.1677711, PRECISION: 0.0356195, PRECISION_RECALL_MIN_DEN: 0.1259700, RECALL: 0.1218694, MAP: 0.0579077, MRR: 0.1234532, NDCG: 0.0875103, F1: 0.0551266, HIT_RATE: 0.3561951, ARHR: 0.1416790, NOVELTY: 0.0049246, AVERAGE_POPULARITY: 0.0822321, DIVERSITY_MEAN_INTER_LIST: 0.9894601, DIVERSITY_HERFINDAHL: 0.9989285, COVERAGE_ITEM: 0.4523657, COVERAGE_ITEM_CORRECT: 0.0459827, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1894551, DIVERSITY_GINI: 0.1619681, SHANNON_ENTROPY: 11.8943485, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 633, 'shrink': 352, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7272049386575303, 'tversky_beta': 1.4875045370174798} - results: ROC_AUC: 0.1668563, PRECISION: 0.0356384, PRECISION_RECALL_MIN_DEN: 0.1262017, RECALL: 0.1221105, MAP: 0.0573485, MRR: 0.1217144, NDCG: 0.0870130, F1: 0.0551729, HIT_RATE: 0.3563835, ARHR: 0.1401994, NOVELTY: 0.0049843, AVERAGE_POPULARITY: 0.0675361, DIVERSITY_MEAN_INTER_LIST: 0.9927361, DIVERSITY_HERFINDAHL: 0.9992561, COVERAGE_ITEM: 0.4684119, COVERAGE_ITEM_CORRECT: 0.0482772, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1892790, DIVERSITY_GINI: 0.1781207, SHANNON_ENTROPY: 12.1624159, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 852, 'shrink': 365, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9508208115109453, 'tversky_beta': 0.9443089434251348} - results: ROC_AUC: 0.1651579, PRECISION: 0.0352923, PRECISION_RECALL_MIN_DEN: 0.1256043, RECALL: 0.1215811, MAP: 0.0566110, MRR: 0.1200933, NDCG: 0.0861634, F1: 0.0547037, HIT_RATE: 0.3529232, ARHR: 0.1382782, NOVELTY: 0.0049862, AVERAGE_POPULARITY: 0.0667964, DIVERSITY_MEAN_INTER_LIST: 0.9926993, DIVERSITY_HERFINDAHL: 0.9992524, COVERAGE_ITEM: 0.4638845, COVERAGE_ITEM_CORRECT: 0.0480308, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1876683, DIVERSITY_GINI: 0.1748164, SHANNON_ENTROPY: 12.1382402, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 865, 'shrink': 815, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3229710030172748, 'tversky_beta': 0.5004227299588063} - results: ROC_AUC: 0.1663022, PRECISION: 0.0350622, PRECISION_RECALL_MIN_DEN: 0.1243589, RECALL: 0.1203217, MAP: 0.0568607, MRR: 0.1220238, NDCG: 0.0862029, F1: 0.0542998, HIT_RATE: 0.3506218, ARHR: 0.1397986, NOVELTY: 0.0049240, AVERAGE_POPULARITY: 0.0802276, DIVERSITY_MEAN_INTER_LIST: 0.9895281, DIVERSITY_HERFINDAHL: 0.9989353, COVERAGE_ITEM: 0.4450356, COVERAGE_ITEM_CORRECT: 0.0450972, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1873411, DIVERSITY_GINI: 0.1567432, SHANNON_ENTROPY: 11.8538569, 

