
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 695, 'shrink': 513, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1675231, PRECISION: 0.0353658, PRECISION_RECALL_MIN_DEN: 0.1251930, RECALL: 0.1210785, MAP: 0.0574563, MRR: 0.1228342, NDCG: 0.0869360, F1: 0.0547416, HIT_RATE: 0.3536582, ARHR: 0.1409384, NOVELTY: 0.0049391, AVERAGE_POPULARITY: 0.0773031, DIVERSITY_MEAN_INTER_LIST: 0.9904689, DIVERSITY_HERFINDAHL: 0.9990294, COVERAGE_ITEM: 0.4531742, COVERAGE_ITEM_CORRECT: 0.0462676, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1885240, DIVERSITY_GINI: 0.1632513, SHANNON_ENTROPY: 11.9441186, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 768, 'shrink': 691, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1668850, PRECISION: 0.0351364, PRECISION_RECALL_MIN_DEN: 0.1247027, RECALL: 0.1206651, MAP: 0.0571790, MRR: 0.1225304, NDCG: 0.0865895, F1: 0.0544242, HIT_RATE: 0.3513643, ARHR: 0.1403843, NOVELTY: 0.0049265, AVERAGE_POPULARITY: 0.0801078, DIVERSITY_MEAN_INTER_LIST: 0.9897176, DIVERSITY_HERFINDAHL: 0.9989543, COVERAGE_ITEM: 0.4479384, COVERAGE_ITEM_CORRECT: 0.0452820, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1875173, DIVERSITY_GINI: 0.1587880, SHANNON_ENTROPY: 11.8777046, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'topK': 128, 'shrink': 270, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1713082, PRECISION: 0.0369766, PRECISION_RECALL_MIN_DEN: 0.1298794, RECALL: 0.1255410, MAP: 0.0594591, MRR: 0.1262736, NDCG: 0.0898987, F1: 0.0571261, HIT_RATE: 0.3697664, ARHR: 0.1465558, NOVELTY: 0.0049741, AVERAGE_POPULARITY: 0.0704902, DIVERSITY_MEAN_INTER_LIST: 0.9927146, DIVERSITY_HERFINDAHL: 0.9992539, COVERAGE_ITEM: 0.5146487, COVERAGE_ITEM_CORRECT: 0.0508797, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1923745, DIVERSITY_GINI: 0.2070870, SHANNON_ENTROPY: 12.3281195, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'topK': 98, 'shrink': 622, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1709777, PRECISION: 0.0367652, PRECISION_RECALL_MIN_DEN: 0.1291575, RECALL: 0.1248743, MAP: 0.0598330, MRR: 0.1266087, NDCG: 0.0899422, F1: 0.0568036, HIT_RATE: 0.3676522, ARHR: 0.1469202, NOVELTY: 0.0049381, AVERAGE_POPULARITY: 0.0780244, DIVERSITY_MEAN_INTER_LIST: 0.9909949, DIVERSITY_HERFINDAHL: 0.9990820, COVERAGE_ITEM: 0.5135938, COVERAGE_ITEM_CORRECT: 0.0494090, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1919718, DIVERSITY_GINI: 0.2016952, SHANNON_ENTROPY: 12.2033344, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 307, 'shrink': 146, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1689173, PRECISION: 0.0364157, PRECISION_RECALL_MIN_DEN: 0.1286107, RECALL: 0.1243846, MAP: 0.0583841, MRR: 0.1242810, NDCG: 0.0886010, F1: 0.0563360, HIT_RATE: 0.3641570, ARHR: 0.1435815, NOVELTY: 0.0050130, AVERAGE_POPULARITY: 0.0627725, DIVERSITY_MEAN_INTER_LIST: 0.9940131, DIVERSITY_HERFINDAHL: 0.9993838, COVERAGE_ITEM: 0.5010895, COVERAGE_ITEM_CORRECT: 0.0512570, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1917453, DIVERSITY_GINI: 0.2024682, SHANNON_ENTROPY: 12.3843643, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 480, 'shrink': 28, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1601380, PRECISION: 0.0346912, PRECISION_RECALL_MIN_DEN: 0.1239042, RECALL: 0.1200635, MAP: 0.0553140, MRR: 0.1157472, NDCG: 0.0843874, F1: 0.0538258, HIT_RATE: 0.3469118, ARHR: 0.1333912, NOVELTY: 0.0051221, AVERAGE_POPULARITY: 0.0432448, DIVERSITY_MEAN_INTER_LIST: 0.9967562, DIVERSITY_HERFINDAHL: 0.9996580, COVERAGE_ITEM: 0.5482964, COVERAGE_ITEM_CORRECT: 0.0542984, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1839185, DIVERSITY_GINI: 0.2448036, SHANNON_ENTROPY: 12.8067604, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'topK': 737, 'shrink': 997, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1668209, PRECISION: 0.0350761, PRECISION_RECALL_MIN_DEN: 0.1245491, RECALL: 0.1205234, MAP: 0.0571605, MRR: 0.1221502, NDCG: 0.0864676, F1: 0.0543379, HIT_RATE: 0.3507612, ARHR: 0.1399679, NOVELTY: 0.0049164, AVERAGE_POPULARITY: 0.0826680, DIVERSITY_MEAN_INTER_LIST: 0.9890862, DIVERSITY_HERFINDAHL: 0.9988911, COVERAGE_ITEM: 0.4467988, COVERAGE_ITEM_CORRECT: 0.0449047, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1871146, DIVERSITY_GINI: 0.1571939, SHANNON_ENTROPY: 11.8381146, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 134, 'shrink': 303, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1710948, PRECISION: 0.0368420, PRECISION_RECALL_MIN_DEN: 0.1292522, RECALL: 0.1249128, MAP: 0.0595516, MRR: 0.1262782, NDCG: 0.0897875, F1: 0.0568998, HIT_RATE: 0.3684197, ARHR: 0.1464645, NOVELTY: 0.0049677, AVERAGE_POPULARITY: 0.0717901, DIVERSITY_MEAN_INTER_LIST: 0.9924207, DIVERSITY_HERFINDAHL: 0.9992245, COVERAGE_ITEM: 0.5110991, COVERAGE_ITEM_CORRECT: 0.0504331, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1918208, DIVERSITY_GINI: 0.2038926, SHANNON_ENTROPY: 12.2935551, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 38, 'shrink': 395, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1699058, PRECISION: 0.0366204, PRECISION_RECALL_MIN_DEN: 0.1282607, RECALL: 0.1239390, MAP: 0.0591945, MRR: 0.1243233, NDCG: 0.0891279, F1: 0.0565330, HIT_RATE: 0.3662038, ARHR: 0.1444097, NOVELTY: 0.0049589, AVERAGE_POPULARITY: 0.0730704, DIVERSITY_MEAN_INTER_LIST: 0.9922786, DIVERSITY_HERFINDAHL: 0.9992103, COVERAGE_ITEM: 0.5480577, COVERAGE_ITEM_CORRECT: 0.0506718, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1905121, DIVERSITY_GINI: 0.2243851, SHANNON_ENTROPY: 12.3784851, 
