
SearchBayesianSkopt-CV: New best config found. Config 0: {'topK': 705, 'shrink': 62, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0993951, PRECISION: 0.0204443, PRECISION_RECALL_MIN_DEN: 0.0754739, RECALL: 0.0732679, MAP: 0.0322437, MRR: 0.0691578, NDCG: 0.0502085, F1: 0.0319654, HIT_RATE: 0.2044426, ARHR: 0.0772461, NOVELTY: 0.0052919, AVERAGE_POPULARITY: 0.0176837, DIVERSITY_MEAN_INTER_LIST: 0.9974050, DIVERSITY_HERFINDAHL: 0.9997229, COVERAGE_ITEM: 0.5271299, COVERAGE_ITEM_CORRECT: 0.0392300, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1174028, DIVERSITY_GINI: 0.2405408, SHANNON_ENTROPY: 12.8633204, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'topK': 363, 'shrink': 985, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0960438, PRECISION: 0.0200757, PRECISION_RECALL_MIN_DEN: 0.0740680, RECALL: 0.0718801, MAP: 0.0308386, MRR: 0.0661370, NDCG: 0.0485374, F1: 0.0313845, HIT_RATE: 0.2007568, ARHR: 0.0739598, NOVELTY: 0.0052871, AVERAGE_POPULARITY: 0.0176700, DIVERSITY_MEAN_INTER_LIST: 0.9972211, DIVERSITY_HERFINDAHL: 0.9997045, COVERAGE_ITEM: 0.5186218, COVERAGE_ITEM_CORRECT: 0.0383523, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1147351, DIVERSITY_GINI: 0.2303283, SHANNON_ENTROPY: 12.7864170, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'topK': 953, 'shrink': 508, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0920333, PRECISION: 0.0191038, PRECISION_RECALL_MIN_DEN: 0.0710387, RECALL: 0.0689339, MAP: 0.0297236, MRR: 0.0634674, NDCG: 0.0466122, F1: 0.0299141, HIT_RATE: 0.1910376, ARHR: 0.0707231, NOVELTY: 0.0052882, AVERAGE_POPULARITY: 0.0176615, DIVERSITY_MEAN_INTER_LIST: 0.9966948, DIVERSITY_HERFINDAHL: 0.9996519, COVERAGE_ITEM: 0.4858595, COVERAGE_ITEM_CORRECT: 0.0360423, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1098779, DIVERSITY_GINI: 0.2041717, SHANNON_ENTROPY: 12.5975506, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'topK': 610, 'shrink': 534, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0947514, PRECISION: 0.0196168, PRECISION_RECALL_MIN_DEN: 0.0725740, RECALL: 0.0704141, MAP: 0.0302435, MRR: 0.0649992, NDCG: 0.0475592, F1: 0.0306841, HIT_RATE: 0.1961675, ARHR: 0.0725360, NOVELTY: 0.0052895, AVERAGE_POPULARITY: 0.0177009, DIVERSITY_MEAN_INTER_LIST: 0.9969931, DIVERSITY_HERFINDAHL: 0.9996817, COVERAGE_ITEM: 0.5005197, COVERAGE_ITEM_CORRECT: 0.0371973, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1129986, DIVERSITY_GINI: 0.2163824, SHANNON_ENTROPY: 12.6933188, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'topK': 932, 'shrink': 184, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0942093, PRECISION: 0.0195491, PRECISION_RECALL_MIN_DEN: 0.0723324, RECALL: 0.0701801, MAP: 0.0305789, MRR: 0.0655894, NDCG: 0.0477820, F1: 0.0305771, HIT_RATE: 0.1954909, ARHR: 0.0732143, NOVELTY: 0.0052875, AVERAGE_POPULARITY: 0.0176531, DIVERSITY_MEAN_INTER_LIST: 0.9969742, DIVERSITY_HERFINDAHL: 0.9996798, COVERAGE_ITEM: 0.4961232, COVERAGE_ITEM_CORRECT: 0.0369817, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1119668, DIVERSITY_GINI: 0.2141538, SHANNON_ENTROPY: 12.6832673, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'topK': 890, 'shrink': 523, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0925271, PRECISION: 0.0192031, PRECISION_RECALL_MIN_DEN: 0.0712649, RECALL: 0.0691495, MAP: 0.0298166, MRR: 0.0637912, NDCG: 0.0467911, F1: 0.0300566, HIT_RATE: 0.1920308, ARHR: 0.0710654, NOVELTY: 0.0052879, AVERAGE_POPULARITY: 0.0176631, DIVERSITY_MEAN_INTER_LIST: 0.9967398, DIVERSITY_HERFINDAHL: 0.9996564, COVERAGE_ITEM: 0.4881078, COVERAGE_ITEM_CORRECT: 0.0362887, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1105826, DIVERSITY_GINI: 0.2060081, SHANNON_ENTROPY: 12.6122730, 

SearchBayesianSkopt-CV: New best config found. Config 6: {'topK': 60, 'shrink': 238, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1018295, PRECISION: 0.0216829, PRECISION_RECALL_MIN_DEN: 0.0780395, RECALL: 0.0754371, MAP: 0.0333949, MRR: 0.0708298, NDCG: 0.0518136, F1: 0.0336834, HIT_RATE: 0.2168291, ARHR: 0.0803358, NOVELTY: 0.0052862, AVERAGE_POPULARITY: 0.0177409, DIVERSITY_MEAN_INTER_LIST: 0.9980085, DIVERSITY_HERFINDAHL: 0.9997832, COVERAGE_ITEM: 0.5890433, COVERAGE_ITEM_CORRECT: 0.0424485, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1204228, DIVERSITY_GINI: 0.2898927, SHANNON_ENTROPY: 13.1442073, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'topK': 230, 'shrink': 442, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0980778, PRECISION: 0.0207256, PRECISION_RECALL_MIN_DEN: 0.0759274, RECALL: 0.0736056, MAP: 0.0313912, MRR: 0.0679049, NDCG: 0.0495549, F1: 0.0323426, HIT_RATE: 0.2072562, ARHR: 0.0762605, NOVELTY: 0.0052869, AVERAGE_POPULARITY: 0.0177007, DIVERSITY_MEAN_INTER_LIST: 0.9975360, DIVERSITY_HERFINDAHL: 0.9997360, COVERAGE_ITEM: 0.5372089, COVERAGE_ITEM_CORRECT: 0.0399153, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1176293, DIVERSITY_GINI: 0.2470295, SHANNON_ENTROPY: 12.9031575, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'topK': 363, 'shrink': 909, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0960035, PRECISION: 0.0200898, PRECISION_RECALL_MIN_DEN: 0.0740213, RECALL: 0.0718275, MAP: 0.0308451, MRR: 0.0661860, NDCG: 0.0485352, F1: 0.0313965, HIT_RATE: 0.2008977, ARHR: 0.0740189, NOVELTY: 0.0052873, AVERAGE_POPULARITY: 0.0176642, DIVERSITY_MEAN_INTER_LIST: 0.9972276, DIVERSITY_HERFINDAHL: 0.9997051, COVERAGE_ITEM: 0.5187757, COVERAGE_ITEM_CORRECT: 0.0383908, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1147351, DIVERSITY_GINI: 0.2304916, SHANNON_ENTROPY: 12.7879737, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'topK': 695, 'shrink': 120, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0972405, PRECISION: 0.0201923, PRECISION_RECALL_MIN_DEN: 0.0743348, RECALL: 0.0721100, MAP: 0.0313506, MRR: 0.0675322, NDCG: 0.0490995, F1: 0.0315481, HIT_RATE: 0.2019226, ARHR: 0.0755134, NOVELTY: 0.0052901, AVERAGE_POPULARITY: 0.0176187, DIVERSITY_MEAN_INTER_LIST: 0.9972463, DIVERSITY_HERFINDAHL: 0.9997070, COVERAGE_ITEM: 0.5115457, COVERAGE_ITEM_CORRECT: 0.0384986, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1155656, DIVERSITY_GINI: 0.2280303, SHANNON_ENTROPY: 12.7844801, 
